case_key,family,arm,transition_class,gold,base_champion,arm_champion,arm_champion_relation,base_hit,arm_hit,base_gold_rank,arm_gold_rank
MCR_seq200b/403,MCR,nested_width8,direct_new_candidate_harm,Primary angiitis of the central nervous system,Primary angiitis of the central nervous system,Aortic stenosis with embolic stroke,width_distractor,True,False,1,3
MCR_seq200b/405,MCR,add_sibling5,new_candidate_champion_without_strict_flip,Synovial sarcoma,Caval rhabdomyosarcoma as a malignant cause of BCS,Leiomyosarcoma,sibling,False,False,2,3
MCR_seq200b/405,MCR,add_synonym5,shared_candidate_context_gain,Synovial sarcoma,Caval rhabdomyosarcoma as a malignant cause of BCS,Synovial sarcoma,base,False,True,2,1
MCR_seq200b/405,MCR,add_component5,shared_candidate_context_gain,Synovial sarcoma,Caval rhabdomyosarcoma as a malignant cause of BCS,Synovial sarcoma,base,False,True,2,1
MCR_seq200b/405,MCR,nested_width6,new_candidate_champion_without_strict_flip,Synovial sarcoma,Caval rhabdomyosarcoma as a malignant cause of BCS,Cardiac angiosarcoma,width_distractor,False,False,2,4
MCR_seq200b/405,MCR,nested_width8,new_candidate_champion_without_strict_flip,Synovial sarcoma,Caval rhabdomyosarcoma as a malignant cause of BCS,Cardiac angiosarcoma,width_distractor,False,False,2,6
MCR_seq200b/408,MCR,remove_non_gold3,shared_candidate_context_gain,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,sebaceous carcinoma,base,False,True,2,1
MCR_seq200b/408,MCR,add_parent5,shared_candidate_context_gain,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,sebaceous carcinoma,base,False,True,2,1
MCR_seq200b/408,MCR,add_sibling5,shared_candidate_context_gain,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,sebaceous carcinoma,base,False,True,2,1
MCR_seq200b/408,MCR,add_unrelated5,new_candidate_champion_without_strict_flip,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,clear cell squamous cell carcinoma,unrelated,False,False,2,3
MCR_seq200b/408,MCR,add_synonym5,shared_candidate_context_gain,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,sebaceous carcinoma,base,False,True,2,1
MCR_seq200b/408,MCR,add_component5,shared_candidate_context_gain,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,sebaceous carcinoma,base,False,True,2,1
MCR_seq200b/408,MCR,nested_width6,new_candidate_champion_without_strict_flip,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,extramammary Paget disease,width_distractor,False,False,2,2
MCR_seq200b/408,MCR,nested_width8,new_candidate_champion_without_strict_flip,sebaceous carcinoma,Primary cutaneous origin was supported by p63 and C5/6 positivity,extramammary Paget disease,width_distractor,False,False,2,2
MCR_seq200b/413,MCR,remove_non_gold3,removed_candidate_rescue,schwannoma,Esthesioneuroblastoma,schwannoma,base,False,True,2,1
MCR_seq200b/413,MCR,add_component5,shared_candidate_context_gain,schwannoma,Esthesioneuroblastoma,schwannoma,base,False,True,2,1
MCR_seq200b/419,MCR,add_unrelated5,direct_new_candidate_harm,Inflammatory pseudotumor-like follicular dendritic cell sarcoma,Inflammatory pseudotumor-like follicular dendritic cell sarcoma,Splenic diffuse large B-cell lymphoma,unrelated,True,False,1,2
MCR_seq200b/419,MCR,nested_width8,direct_new_candidate_harm,Inflammatory pseudotumor-like follicular dendritic cell sarcoma,Inflammatory pseudotumor-like follicular dendritic cell sarcoma,Splenic angiosarcoma,width_distractor,True,False,1,7
MCR_seq200b/420,MCR,add_parent5,shared_candidate_context_harm,Osteochondroma,Osteochondroma,Osteochondroma was diagnosed based on imaging characteristics; MRI “did reveal a pedunculated bony protrusion arising,base,True,False,1,2
MCR_seq200b/420,MCR,add_sibling5,shared_candidate_context_harm,Osteochondroma,Osteochondroma,Osteochondroma was diagnosed based on imaging characteristics; MRI “did reveal a pedunculated bony protrusion arising,base,True,False,1,2
MCR_seq200b/420,MCR,add_unrelated5,shared_candidate_context_harm,Osteochondroma,Osteochondroma,Osteochondroma was diagnosed based on imaging characteristics; MRI “did reveal a pedunculated bony protrusion arising,base,True,False,1,2
MCR_seq200b/420,MCR,add_component5,shared_candidate_context_harm,Osteochondroma,Osteochondroma,Osteochondroma was diagnosed based on imaging characteristics; MRI “did reveal a pedunculated bony protrusion arising,base,True,False,1,2
MCR_seq200b/436,MCR,nested_width8,direct_new_candidate_harm,Renal artery aneurysm,Renal artery aneurysm,Spontaneous renal rupture due to cyst hemorrhage,width_distractor,True,False,1,4
MCR_seq200b/460,MCR,remove_non_gold3,shared_candidate_context_harm,Schistosomiasis,Schistosomiasis,"Tuberculosis was strongly suspected due to the high ADA level and regional prevalence, but was ruled out when “no",base,True,False,1,2
MCR_seq200b/461,MCR,remove_non_gold3,removed_candidate_rescue,dengue viral myositis,Rhabdomyolysis was diagnosed after red,dengue viral myositis,base,False,True,3,1
MCR_seq200b/461,MCR,add_sibling5,shared_candidate_champion_flip_without_strict_flip,dengue viral myositis,Rhabdomyolysis was diagnosed after red,"and confirmed on laboratory analysis of serum creatine phosphokinase (CK) … more than 90,000 U/L",base,False,False,3,3
MCR_seq200b/461,MCR,add_unrelated5,shared_candidate_champion_flip_without_strict_flip,dengue viral myositis,Rhabdomyolysis was diagnosed after red,"and confirmed on laboratory analysis of serum creatine phosphokinase (CK) … more than 90,000 U/L",base,False,False,3,3
MCR_seq200b/461,MCR,add_synonym5,shared_candidate_context_gain,dengue viral myositis,Rhabdomyolysis was diagnosed after red,dengue viral myositis,base,False,True,3,1
MCR_seq200b/461,MCR,add_component5,new_candidate_champion_without_strict_flip,dengue viral myositis,Rhabdomyolysis was diagnosed after red,rhabdomyolysis,component,False,False,3,4
MCR_seq200b/461,MCR,nested_width6,new_candidate_champion_without_strict_flip,dengue viral myositis,Rhabdomyolysis was diagnosed after red,influenza myositis,width_distractor,False,False,3,2
MCR_seq200b/461,MCR,nested_width8,shared_candidate_champion_flip_without_strict_flip,dengue viral myositis,Rhabdomyolysis was diagnosed after red,"and confirmed on laboratory analysis of serum creatine phosphokinase (CK) … more than 90,000 U/L",base,False,False,3,4
MCR_seq200b/466,MCR,remove_non_gold3,shared_candidate_context_harm,Basaloid squamous cell carcinoma,Basaloid squamous cell carcinoma,Considered Marjolin ulcer,base,True,False,1,2
MCR_seq200b/468,MCR,remove_non_gold3,shared_candidate_context_gain,cryoglobulinemic vasculitis,None,cryoglobulinemic vasculitis,base,False,True,2,1
MCR_seq200b/468,MCR,add_parent5,new_candidate_champion_without_strict_flip,cryoglobulinemic vasculitis,None,vasculitis,parent,False,False,2,2
MCR_seq200b/468,MCR,add_unrelated5,shared_candidate_context_gain,cryoglobulinemic vasculitis,None,cryoglobulinemic vasculitis,base,False,True,2,1
MCR_seq200b/468,MCR,add_synonym5,shared_candidate_context_gain,cryoglobulinemic vasculitis,None,cryoglobulinemic vasculitis,base,False,True,2,1
MCR_seq200b/468,MCR,add_component5,shared_candidate_context_gain,cryoglobulinemic vasculitis,None,cryoglobulinemic vasculitis,base,False,True,2,1
MCR_seq200b/468,MCR,nested_width8,new_candidate_champion_without_strict_flip,cryoglobulinemic vasculitis,None,primary angiitis of the central nervous system,width_distractor,False,False,2,3
MCR_v1_seq100/107,MCR,add_unrelated5,direct_new_candidate_harm,adrenal hyperplasia,adrenal hyperplasia,testicular germ cell tumor,unrelated,True,False,1,2
MCR_v1_seq100/107,MCR,add_component5,direct_new_candidate_harm,adrenal hyperplasia,adrenal hyperplasia,adrenal nodular hyperplasia,component,True,False,1,2
MCR_v1_seq100/107,MCR,nested_width6,direct_new_candidate_harm,adrenal hyperplasia,adrenal hyperplasia,primary testicular lymphoma,width_distractor,True,False,1,3
MCR_v1_seq100/107,MCR,nested_width8,direct_new_candidate_harm,adrenal hyperplasia,adrenal hyperplasia,primary testicular lymphoma,width_distractor,True,False,1,4
MCR_v1_seq100/109,MCR,add_sibling5,direct_new_candidate_harm,Aspergillosis,Aspergillosis,Mucormycosis,sibling,True,False,1,2
MCR_v1_seq100/109,MCR,add_synonym5,direct_new_candidate_harm,Aspergillosis,Aspergillosis,Aspergillus infection,synonym,True,False,1,2
MCR_v1_seq100/109,MCR,add_component5,direct_new_candidate_harm,Aspergillosis,Aspergillosis,Aspergillus brain abscess,component,True,False,1,2
MCR_v1_seq100/109,MCR,nested_width8,direct_new_candidate_harm,Aspergillosis,Aspergillosis,Nocardia brain abscess,width_distractor,True,False,1,5
MCR_v1_seq100/111,MCR,add_unrelated5,direct_new_candidate_harm,Giant cell tumor of bone,Giant cell tumor of bone,Spinal tuberculosis,unrelated,True,False,1,2
MCR_v1_seq100/128,MCR,remove_non_gold3,shared_candidate_champion_flip_without_strict_flip,Endosalpingiosis,endometriosis,Awareness of other mimics requiring histopathologic differentiation,base,False,False,2,2
MCR_v1_seq100/128,MCR,add_parent5,new_candidate_champion_without_strict_flip,Endosalpingiosis,endometriosis,Müllerianosis,parent,False,False,2,3
MCR_v1_seq100/18,MCR,nested_width6,direct_new_candidate_harm,Schwannoma,Schwannoma,Teratoma,width_distractor,True,False,1,2
MCR_v1_seq100/18,MCR,nested_width8,direct_new_candidate_harm,Schwannoma,Schwannoma,Bronchogenic cyst,width_distractor,True,False,1,5
MCR_v1_seq100/23,MCR,remove_non_gold3,removed_candidate_rescue,AdenoidCysticCarcinoma,Adenoid cystic carcinoma became the leading diagnosis when histology showed a characteristic cribriform architecture,AdenoidCysticCarcinoma,base,False,True,2,1
MCR_v1_seq100/23,MCR,nested_width6,new_candidate_champion_without_strict_flip,AdenoidCysticCarcinoma,Adenoid cystic carcinoma became the leading diagnosis when histology showed a characteristic cribriform architecture,Malignant mixed tumor,width_distractor,False,False,2,2
MCR_v1_seq100/23,MCR,nested_width8,new_candidate_champion_without_strict_flip,AdenoidCysticCarcinoma,Adenoid cystic carcinoma became the leading diagnosis when histology showed a characteristic cribriform architecture,Malignant mixed tumor,width_distractor,False,False,2,2
MCR_v1_seq100/26,MCR,add_synonym5,direct_new_candidate_harm,Self-limited epilepsy with autonomic seizures,Self-limited epilepsy with autonomic seizures,Panayiotopoulos综合征,synonym,True,False,1,2
MCR_v1_seq100/40,MCR,remove_non_gold3,shared_candidate_context_harm,hepatocellular carcinoma,hepatocellular carcinoma,Confirmation of metastatic HCC by IHC,base,True,False,1,2
MCR_v1_seq100/40,MCR,add_parent5,shared_candidate_context_harm,hepatocellular carcinoma,hepatocellular carcinoma,Confirmation of metastatic HCC by IHC,base,True,False,1,2
MCR_v1_seq100/40,MCR,nested_width6,direct_new_candidate_harm,hepatocellular carcinoma,hepatocellular carcinoma,extrahepatic metastasis of hepatocellular carcinoma to the rib,width_distractor,True,False,1,3
MCR_v1_seq100/40,MCR,nested_width8,direct_new_candidate_harm,hepatocellular carcinoma,hepatocellular carcinoma,metastatic hepatocellular carcinoma to the chest wall,width_distractor,True,False,1,4
MCR_v1_seq100/41,MCR,add_synonym5,direct_new_candidate_harm,Gastric lipoma,Gastric lipoma,Stomach lipoma,synonym,True,False,1,2
MCR_v1_seq100/42,MCR,nested_width8,direct_new_candidate_harm,Keratocystic odontogenic tumour,Keratocystic odontogenic tumour,Calcifying odontogenic cyst,width_distractor,True,False,1,2
MCR_v1_seq100/5,MCR,remove_non_gold3,shared_candidate_context_gain,cryptococcoma,None,cryptococcoma,base,False,True,3,1
MCR_v1_seq100/65,MCR,remove_non_gold3,shared_candidate_context_harm,myelolipoma,myelolipoma,None,base,True,False,1,3
MCR_v1_seq100/72,MCR,add_parent5,direct_new_candidate_harm,abdominal tuberculosis,abdominal tuberculosis,tuberculosis,parent,True,False,1,2
MCR_v1_seq100/72,MCR,add_sibling5,direct_new_candidate_harm,abdominal tuberculosis,abdominal tuberculosis,miliary tuberculosis,sibling,True,False,1,2
MCR_v1_seq100/72,MCR,add_synonym5,direct_new_candidate_harm,abdominal tuberculosis,abdominal tuberculosis,tuberculous peritonitis,synonym,True,False,1,2
MCR_v1_seq100/72,MCR,nested_width8,direct_new_candidate_harm,abdominal tuberculosis,abdominal tuberculosis,primary peritoneal carcinoma,width_distractor,True,False,1,4
MCR_v1_seq100/75,MCR,add_parent5,shared_candidate_context_harm,BasosquamousCarcinoma,BasosquamousCarcinoma,basal cell carcinoma for residual papules,base,True,False,1,4
MCR_v1_seq100/75,MCR,add_sibling5,shared_candidate_context_harm,BasosquamousCarcinoma,BasosquamousCarcinoma,basal cell carcinoma for residual papules,base,True,False,1,3
MCR_v1_seq100/75,MCR,add_unrelated5,shared_candidate_context_harm,BasosquamousCarcinoma,BasosquamousCarcinoma,basal cell carcinoma for residual papules,base,True,False,1,2
MCR_v1_seq100/75,MCR,add_synonym5,shared_candidate_context_harm,BasosquamousCarcinoma,BasosquamousCarcinoma,basal cell carcinoma for residual papules,base,True,False,1,4
MCR_v1_seq100/75,MCR,add_component5,shared_candidate_context_harm,BasosquamousCarcinoma,BasosquamousCarcinoma,basal cell carcinoma for residual papules,base,True,False,1,2
MCR_v1_seq100/94,MCR,add_synonym5,shared_candidate_context_gain,Schwannoma,Branchial cleft cyst,Schwannoma,base,False,True,2,1
MCR_v2_seq100/140,MCR,add_parent5,direct_new_candidate_harm,Gastric adenomyoma,Gastric adenomyoma,Gastric hamartoma,parent,True,False,1,2
MCR_v2_seq100/140,MCR,add_sibling5,shared_candidate_context_harm,Gastric adenomyoma,Gastric adenomyoma,None,base,True,False,1,3
MCR_v2_seq100/140,MCR,add_unrelated5,shared_candidate_context_harm,Gastric adenomyoma,Gastric adenomyoma,None,base,True,False,1,3
MCR_v2_seq100/140,MCR,add_component5,direct_new_candidate_harm,Gastric adenomyoma,Gastric adenomyoma,Gastric glandular hyperplasia,component,True,False,1,2
MCR_v2_seq100/140,MCR,nested_width6,direct_new_candidate_harm,Gastric adenomyoma,Gastric adenomyoma,Gastric hyperplastic polyp,width_distractor,True,False,1,3
MCR_v2_seq100/140,MCR,nested_width8,direct_new_candidate_harm,Gastric adenomyoma,Gastric adenomyoma,Gastric hyperplastic polyp,width_distractor,True,False,1,6
MCR_v2_seq100/151,MCR,add_sibling5,direct_new_candidate_harm,coccidioidomycosis,coccidioidomycosis,histoplasmosis,sibling,True,False,1,2
MCR_v2_seq100/151,MCR,add_unrelated5,direct_new_candidate_harm,coccidioidomycosis,coccidioidomycosis,Pneumocystis jirovecii pneumonia,unrelated,True,False,1,2
MCR_v2_seq100/151,MCR,add_component5,direct_new_candidate_harm,coccidioidomycosis,coccidioidomycosis,Coccidioides pneumonia,component,True,False,1,2
MCR_v2_seq100/151,MCR,nested_width6,direct_new_candidate_harm,coccidioidomycosis,coccidioidomycosis,Cryptococcal pneumonia,width_distractor,True,False,1,3
MCR_v2_seq100/151,MCR,nested_width8,direct_new_candidate_harm,coccidioidomycosis,coccidioidomycosis,Pulmonary tuberculosis,width_distractor,True,False,1,5
MCR_v2_seq100/165,MCR,add_parent5,new_candidate_champion_without_strict_flip,Leiomyosarcoma,None,Sarcoma,parent,False,False,4,2
MCR_v2_seq100/165,MCR,add_sibling5,new_candidate_champion_without_strict_flip,Leiomyosarcoma,None,Gastrointestinal stromal tumor,sibling,False,False,4,2
MCR_v2_seq100/165,MCR,add_synonym5,shared_candidate_context_gain,Leiomyosarcoma,None,Leiomyosarcoma,base,False,True,4,1
MCR_v2_seq100/210,MCR,remove_non_gold3,shared_candidate_context_gain,Periapical actinomycosis,None,Periapical actinomycosis,base,False,True,4,1
MCR_v2_seq100/210,MCR,add_parent5,new_candidate_champion_without_strict_flip,Periapical actinomycosis,None,Periapical infection,parent,False,False,4,2
MCR_v2_seq100/210,MCR,nested_width8,new_candidate_champion_without_strict_flip,Periapical actinomycosis,None,Odontogenic keratocyst,width_distractor,False,False,4,5
MCR_v2_seq100/232,MCR,remove_non_gold3,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/232,MCR,add_parent5,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/232,MCR,add_sibling5,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/232,MCR,add_unrelated5,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/232,MCR,add_synonym5,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/232,MCR,add_component5,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/232,MCR,nested_width6,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/232,MCR,nested_width8,shared_candidate_context_gain,eccrine chromhidrosis,Arsenic poisoning,eccrine chromhidrosis,base,False,True,3,1
MCR_v2_seq100/234,MCR,remove_non_gold3,shared_candidate_champion_flip_without_strict_flip,SpindleCellHemangioma,Spindle cell hemangioma,None,base,False,False,2,2
MCR_v2_seq100/234,MCR,add_parent5,new_candidate_champion_without_strict_flip,SpindleCellHemangioma,Spindle cell hemangioma,Benign vascular neoplasm,parent,False,False,2,3
MCR_v2_seq100/234,MCR,add_sibling5,new_candidate_champion_without_strict_flip,SpindleCellHemangioma,Spindle cell hemangioma,Capillary hemangioma,sibling,False,False,2,3
MCR_v2_seq100/234,MCR,add_unrelated5,new_candidate_champion_without_strict_flip,SpindleCellHemangioma,Spindle cell hemangioma,Eosinophilic granuloma,unrelated,False,False,2,3
MCR_v2_seq100/234,MCR,add_component5,new_candidate_champion_without_strict_flip,SpindleCellHemangioma,Spindle cell hemangioma,Hemangioma,component,False,False,2,2
MCR_v2_seq100/237,MCR,add_parent5,direct_new_candidate_harm,Peripheral odontoma,Peripheral odontoma,Odontoma,parent,True,False,1,2
MCR_v2_seq100/237,MCR,add_sibling5,direct_new_candidate_harm,Peripheral odontoma,Peripheral odontoma,Complex odontoma,sibling,True,False,1,3
MCR_v2_seq100/237,MCR,nested_width8,direct_new_candidate_harm,Peripheral odontoma,Peripheral odontoma,Cemento-ossifying fibroma,width_distractor,True,False,1,4
