cell,l1,local,replicate,case_id,selected_arm,tree_hash,gold_present,gold_parent_route_entered,acceptable_local_champion_entered,technical_failure,top1,top2,rr,rank,funnel,aa_reused,champion_ids,accepted_parent_ids,acceptable_l2_ids,true_f2_fact_ids,calls
OO,oracle,oracle,2,mxh055,ALL_B_b1_GR_PG,c938fad3386246c6e1d83eeab4baf89ffd484ad0907c16e584b83d668ee997dc,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,2,mxh068,ALL_B_b1_GR_PG,6b514b5ae36573aa9086b8942cfe009fcbf0024936f921d27350686fde00bb4d,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AO,actual,oracle,2,mxh068,ALL_B_b1_GR_PG,6b514b5ae36573aa9086b8942cfe009fcbf0024936f921d27350686fde00bb4d,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OA,oracle,actual,2,mxh068,ALL_B_b1_GR_PG,6b514b5ae36573aa9086b8942cfe009fcbf0024936f921d27350686fde00bb4d,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OO,oracle,oracle,2,mxh068,ALL_B_b1_GR_PG,6b514b5ae36573aa9086b8942cfe009fcbf0024936f921d27350686fde00bb4d,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AA,actual,actual,2,mxh075,ALL_B_b1_GR_PG,ac60574baa98d7a6a060cd5b0e5fbb54f6a75f8452f2affc144ad077f9ccbe37,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B2.1"", ""B3.4"", ""B4.2"", ""B5.1""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,2,mxh075,ALL_B_b1_GR_PG,ac60574baa98d7a6a060cd5b0e5fbb54f6a75f8452f2affc144ad077f9ccbe37,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.1"", ""B3.4"", ""B4.2"", ""B5.1""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,2,mxh075,ALL_B_b1_GR_PG,ac60574baa98d7a6a060cd5b0e5fbb54f6a75f8452f2affc144ad077f9ccbe37,True,True,True,False,True,True,1.0,1,success,False,"[""B4.2""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,2,mxh075,ALL_B_b1_GR_PG,ac60574baa98d7a6a060cd5b0e5fbb54f6a75f8452f2affc144ad077f9ccbe37,True,True,True,False,True,True,1.0,1,success,False,"[""B4.2""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb11_pancoast,ALL_B_b1_GR_PG,e6dd6f060fae9c51141805a60323b7e8b307e978c8c9fd00116e0a1c51248728,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B2.1"", ""B3.3"", ""B4.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F14"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb11_pancoast,ALL_B_b1_GR_PG,e6dd6f060fae9c51141805a60323b7e8b307e978c8c9fd00116e0a1c51248728,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B2.1"", ""B3.3"", ""B4.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F14"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb11_pancoast,ALL_B_b1_GR_PG,e6dd6f060fae9c51141805a60323b7e8b307e978c8c9fd00116e0a1c51248728,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F14"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb11_pancoast,ALL_B_b1_GR_PG,e6dd6f060fae9c51141805a60323b7e8b307e978c8c9fd00116e0a1c51248728,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1"", ""B1.5""]","[""F14"", ""F16""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb34_leukemoid,ALL_B_b1_GR_PG,236ab12783893e311cac9cdb2e893c114aaf050661198248f143e00f8f64e816,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.4"", ""B3.1"", ""B4.5"", ""B5.1"", ""OTHER.1""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb34_leukemoid,ALL_B_b1_GR_PG,236ab12783893e311cac9cdb2e893c114aaf050661198248f143e00f8f64e816,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.4"", ""B3.1"", ""B4.5"", ""B5.1"", ""OTHER.1""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb34_leukemoid,ALL_B_b1_GR_PG,236ab12783893e311cac9cdb2e893c114aaf050661198248f143e00f8f64e816,True,True,True,False,True,True,1.0,1,success,False,"[""B4.5""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb34_leukemoid,ALL_B_b1_GR_PG,236ab12783893e311cac9cdb2e893c114aaf050661198248f143e00f8f64e816,True,True,True,False,True,True,1.0,1,success,False,"[""B4.5""]","[""B4""]","[""B4.5""]","[""F13"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb55_glucagonoma,ALL_B_b1_GR_PG,151257a45ab4d0f0607aa5dcbf39de73f2fec84ed43bf04ea36718ca02ec9bec,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B2.3"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb55_glucagonoma,ALL_B_b1_GR_PG,151257a45ab4d0f0607aa5dcbf39de73f2fec84ed43bf04ea36718ca02ec9bec,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.3"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb55_glucagonoma,ALL_B_b1_GR_PG,151257a45ab4d0f0607aa5dcbf39de73f2fec84ed43bf04ea36718ca02ec9bec,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb55_glucagonoma,ALL_B_b1_GR_PG,151257a45ab4d0f0607aa5dcbf39de73f2fec84ed43bf04ea36718ca02ec9bec,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1""]","[""B1""]","[""B1.1""]","[""F13"", ""F11""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb57_kartagener,ALL_B_b1_GR_PG,fc5bbd3422da03592ec25c2ab5e002eb33fe5dd9981134eebb3ac97c5f516e82,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.3"", ""B3.2"", ""B4.3"", ""B5.2""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 1, ""cache_hits"": 0, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb57_kartagener,ALL_B_b1_GR_PG,fc5bbd3422da03592ec25c2ab5e002eb33fe5dd9981134eebb3ac97c5f516e82,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.3"", ""B3.2"", ""B4.3"", ""B5.2""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 1, ""cache_hits"": 0, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb57_kartagener,ALL_B_b1_GR_PG,fc5bbd3422da03592ec25c2ab5e002eb33fe5dd9981134eebb3ac97c5f516e82,True,True,True,False,True,True,1.0,1,success,False,"[""B4.3"", ""B5.2""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb57_kartagener,ALL_B_b1_GR_PG,fc5bbd3422da03592ec25c2ab5e002eb33fe5dd9981134eebb3ac97c5f516e82,True,True,True,False,True,True,1.0,1,success,False,"[""B4.3"", ""B5.2""]","[""B4"", ""B5""]","[""B4.1"", ""B4.3"", ""B5.1"", ""B5.2""]","[""F9"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb65_cml,ALL_B_b1_GR_PG,5f96b2de1110b6d8206be52ee6063557e4808c7fec83a5e97fbc183c19ab2213,True,True,True,False,False,False,0.25,4,intergroup_rank_loss,False,"[""B1.1"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.3""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb65_cml,ALL_B_b1_GR_PG,5f96b2de1110b6d8206be52ee6063557e4808c7fec83a5e97fbc183c19ab2213,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.2""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb65_cml,ALL_B_b1_GR_PG,5f96b2de1110b6d8206be52ee6063557e4808c7fec83a5e97fbc183c19ab2213,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.1"", ""B3.1"", ""B5.3""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb65_cml,ALL_B_b1_GR_PG,5f96b2de1110b6d8206be52ee6063557e4808c7fec83a5e97fbc183c19ab2213,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2"", ""B3.1"", ""B5.2""]","[""B1"", ""B3"", ""B5""]","[""B1.2"", ""B3.1"", ""B5.2""]","[""F14"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb66_peliosis,ALL_B_b1_GR_PG,b28390858c1e000da273184d247b1ff2a8ae1f0946ff96be8f1be6c0e01b3730,True,True,True,True,False,False,0.0,,technical_failure,False,"[""B1.1"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.1""]","[""B5""]","[""B5.1""]",[],"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AO,actual,oracle,3,mb66_peliosis,ALL_B_b1_GR_PG,b28390858c1e000da273184d247b1ff2a8ae1f0946ff96be8f1be6c0e01b3730,True,True,True,True,False,False,0.0,,technical_failure,False,"[""B1.1"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.1""]","[""B5""]","[""B5.1""]",[],"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OA,oracle,actual,3,mb66_peliosis,ALL_B_b1_GR_PG,b28390858c1e000da273184d247b1ff2a8ae1f0946ff96be8f1be6c0e01b3730,True,True,True,True,False,False,0.0,,technical_failure,False,"[""B5.1""]","[""B5""]","[""B5.1""]",[],"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OO,oracle,oracle,3,mb66_peliosis,ALL_B_b1_GR_PG,b28390858c1e000da273184d247b1ff2a8ae1f0946ff96be8f1be6c0e01b3730,True,True,True,True,False,False,0.0,,technical_failure,False,"[""B5.1""]","[""B5""]","[""B5.1""]",[],"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AA,actual,actual,3,mb77_hyperpara,ALL_B_b1_GR_PG,da3d4afd894ab11563bcc0fd5a539d93c67dac810c88d6fe110b0b43a95aded5,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.3"", ""B3.3"", ""B4.1"", ""B5.3""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb77_hyperpara,ALL_B_b1_GR_PG,da3d4afd894ab11563bcc0fd5a539d93c67dac810c88d6fe110b0b43a95aded5,True,True,True,False,True,True,1.0,1,success,False,"[""B1.1"", ""B2.3"", ""B3.3"", ""B4.1"", ""B5.3""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb77_hyperpara,ALL_B_b1_GR_PG,da3d4afd894ab11563bcc0fd5a539d93c67dac810c88d6fe110b0b43a95aded5,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb77_hyperpara,ALL_B_b1_GR_PG,da3d4afd894ab11563bcc0fd5a539d93c67dac810c88d6fe110b0b43a95aded5,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.5""]","[""F21"", ""F22""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb82_adhesions,ALL_B_b1_GR_PG,947272942192c5514d6d673bfbc1bf0316bf558218b405dc5a6ccbc5709b0206,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.1"", ""B2.1"", ""B3.1"", ""B4.5"", ""B5.3""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb82_adhesions,ALL_B_b1_GR_PG,947272942192c5514d6d673bfbc1bf0316bf558218b405dc5a6ccbc5709b0206,True,True,True,False,False,True,0.5,2,success,False,"[""B1.2"", ""B2.1"", ""B3.1"", ""B4.5"", ""B5.3""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb82_adhesions,ALL_B_b1_GR_PG,947272942192c5514d6d673bfbc1bf0316bf558218b405dc5a6ccbc5709b0206,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.1""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb82_adhesions,ALL_B_b1_GR_PG,947272942192c5514d6d673bfbc1bf0316bf558218b405dc5a6ccbc5709b0206,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2""]","[""B1""]","[""B1.2""]","[""F15"", ""F17""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mb83_foreignbody,ALL_B_b1_GR_PG,4ce02cf6717c5e75258914ac885f2e8ab513641634deb13e5caf529f2de15767,True,True,True,False,False,True,0.5,2,success,False,"[""B1.5"", ""B2.1"", ""B3.3"", ""B4.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mb83_foreignbody,ALL_B_b1_GR_PG,4ce02cf6717c5e75258914ac885f2e8ab513641634deb13e5caf529f2de15767,True,True,True,False,False,True,0.5,2,success,False,"[""B1.5"", ""B2.1"", ""B3.3"", ""B4.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mb83_foreignbody,ALL_B_b1_GR_PG,4ce02cf6717c5e75258914ac885f2e8ab513641634deb13e5caf529f2de15767,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mb83_foreignbody,ALL_B_b1_GR_PG,4ce02cf6717c5e75258914ac885f2e8ab513641634deb13e5caf529f2de15767,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1""]","[""F11"", ""F3""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mxh011,ALL_B_b1_GR_PG,97eb60c76a35e227ae57db565c5738570961858653e97312f96c12a855f654bb,True,True,True,False,True,True,1.0,1,success,False,"[""B1.3"", ""B2.1"", ""B3.1"", ""B4.2"", ""B5.1""]","[""B1"", ""B3""]","[""B1.3"", ""B3.1""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mxh011,ALL_B_b1_GR_PG,97eb60c76a35e227ae57db565c5738570961858653e97312f96c12a855f654bb,True,True,True,False,True,True,1.0,1,success,False,"[""B1.3"", ""B2.1"", ""B3.1"", ""B4.2"", ""B5.1""]","[""B1"", ""B3""]","[""B1.3"", ""B3.1""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mxh011,ALL_B_b1_GR_PG,97eb60c76a35e227ae57db565c5738570961858653e97312f96c12a855f654bb,True,True,True,False,True,True,1.0,1,success,False,"[""B1.3"", ""B3.1""]","[""B1"", ""B3""]","[""B1.3"", ""B3.1""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mxh011,ALL_B_b1_GR_PG,97eb60c76a35e227ae57db565c5738570961858653e97312f96c12a855f654bb,True,True,True,False,True,True,1.0,1,success,False,"[""B1.3"", ""B3.1""]","[""B1"", ""B3""]","[""B1.3"", ""B3.1""]","[""F11"", ""F6""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mxh014,ALL_B_b1_GR_PG,903561ddd16450a3b948c667b580552bb46df1dde40a66fd62e77b92e11efab2,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.2""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mxh014,ALL_B_b1_GR_PG,903561ddd16450a3b948c667b580552bb46df1dde40a66fd62e77b92e11efab2,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5"", ""B2.1"", ""B3.1"", ""B4.1"", ""B5.2""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mxh014,ALL_B_b1_GR_PG,903561ddd16450a3b948c667b580552bb46df1dde40a66fd62e77b92e11efab2,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mxh014,ALL_B_b1_GR_PG,903561ddd16450a3b948c667b580552bb46df1dde40a66fd62e77b92e11efab2,True,True,True,False,True,True,1.0,1,success,False,"[""B1.5""]","[""B1""]","[""B1.5""]","[""F9"", ""F4""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mxh036,ALL_B_b1_GR_PG,b7d9f023077fe2c4f6fc395a51ba36a7ece2498025940b883a75743706fcd3c5,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.1"", ""B3.2"", ""B4.1"", ""B5.3""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mxh036,ALL_B_b1_GR_PG,b7d9f023077fe2c4f6fc395a51ba36a7ece2498025940b883a75743706fcd3c5,True,True,True,False,False,True,0.5,2,success,False,"[""B1.1"", ""B2.1"", ""B3.2"", ""B4.1"", ""B5.3""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mxh036,ALL_B_b1_GR_PG,b7d9f023077fe2c4f6fc395a51ba36a7ece2498025940b883a75743706fcd3c5,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mxh036,ALL_B_b1_GR_PG,b7d9f023077fe2c4f6fc395a51ba36a7ece2498025940b883a75743706fcd3c5,True,True,True,False,True,True,1.0,1,success,False,"[""B2.1""]","[""B2""]","[""B2.1"", ""B2.5""]","[""F10"", ""F8""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mxh045,ALL_B_b1_GR_PG,080835648e8e549a87017703ed77aa73951a461ea501228384c0bbcbc7a7a117,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AO,actual,oracle,3,mxh045,ALL_B_b1_GR_PG,080835648e8e549a87017703ed77aa73951a461ea501228384c0bbcbc7a7a117,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OA,oracle,actual,3,mxh045,ALL_B_b1_GR_PG,080835648e8e549a87017703ed77aa73951a461ea501228384c0bbcbc7a7a117,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OO,oracle,oracle,3,mxh045,ALL_B_b1_GR_PG,080835648e8e549a87017703ed77aa73951a461ea501228384c0bbcbc7a7a117,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AA,actual,actual,3,mxh046,ALL_B_b1_GR_PG,1a1cdd25277e90cf9a936f9776ac33891ef71e074353030809c1df282d802f2c,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.1"", ""B2.2"", ""B3.4"", ""B4.4""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mxh046,ALL_B_b1_GR_PG,1a1cdd25277e90cf9a936f9776ac33891ef71e074353030809c1df282d802f2c,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2"", ""B2.2"", ""B3.4"", ""B4.4""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mxh046,ALL_B_b1_GR_PG,1a1cdd25277e90cf9a936f9776ac33891ef71e074353030809c1df282d802f2c,True,True,False,False,False,False,0.0,,local_champion_miss,False,"[""B1.1""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mxh046,ALL_B_b1_GR_PG,1a1cdd25277e90cf9a936f9776ac33891ef71e074353030809c1df282d802f2c,True,True,True,False,True,True,1.0,1,success,False,"[""B1.2""]","[""B1""]","[""B1.2""]","[""F11"", ""F12""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mxh055,ALL_B_b1_GR_PG,43c885ed9e122d96d82e7ef77a8d6e7fbd7ce9f2f2d6c614a19a7d1c6f184e80,True,True,True,False,False,True,0.5,2,success,False,"[""B1.2"", ""B2.1"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
