dataset,slice,case_id,gold,layer,layer_aphhm,e7_correct,v0_correct,B06_correct,B07_correct,B01_correct,APHHM_correct,e7_s2_n,e7_s3_n,e7_champion,e7_s2_rank_gold,e7_s2_gold_n,e7_s2_near_n,e7_s2_other_n,e7_s2_gold,e7_s2_near,e7_s3_gold_n,e7_s3_near_n,e7_s3_other_n,e7_s3_gold,e7_s3_near,e7_champ_cluster,e7_champ_gold_jaccard,e7_rejected_gold,e7_rejected_near,e7_gold_in_s3_champ_near,e7_gold_in_s3_champ_other,v0_s3_gold,v0_champ_cluster,B06_disc_gold,B06_disc_near,B06_disc_gold_n,B06_sup_gold,B06_sup_near,B06_sup_gold_n,B06_sup_labels,B07_draft_gold,B07_draft_near,B07_diag_gold,B07_diag_near,B07_diag_labels,B01_top2_gold,B01_top2_near,APHHM_tree_gold,APHHM_tree_near,APHHM_final_gold,APHHM_final_near,APHHM_tree_n,APHHM_final_n,APHHM_final_labels,aligned_same_cluster_rank_flip,aligned_true_entrance_gap,baseline_hits_gold_cluster
mcr,mcr_v2,134,Malakoplakia,,,1,1,0,0,0,,54,5,Malacoplakia,,0,0,54,0,0,0,0,5,0,0,other,0.0,0,0,0,0,1,gold,0,0,0,0,0,0,"[""Whipple disease"", ""familial adenomatous polyposis""]",0,0,0,0,"[""MTAP deficiency"", ""6-mercaptopurine-induced gastrointestinal toxicity""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,135,Intraductal papilloma,,,0,0,1,0,0,,52,5,Gynecomastia,8,2,0,50,1,0,0,0,5,0,0,other,0.0,0,0,0,0,1,other,0,0,0,0,0,0,"[""Papillary breast lesion"", ""Phyllodes tumor""]",0,0,0,0,"[""Breast Cancer"", ""Gynecomastia""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,136,glioblastoma multiforme,,,0,0,0,0,0,,52,5,Acute Demyelinating Encephalomyelitis,,0,0,52,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Acute Demyelinating Encephalomyelitis"", ""Low-Grade Glioma""]",0,0,0,0,"[""Acute Demyelinating Encephalomyelitis (ADEM)"", ""Brainstem Glioma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,137,Solitary fibrous tumour,,,0,0,0,0,0,,47,5,Pleomorphic adenoma,,0,3,44,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Fibroma"", ""Lipoma""]",0,0,0,0,"[""Fibroma"", ""Lipoma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,138,appendiceal intussusception,all_miss_but_recalled,,0,0,0,0,0,,52,5,Intestinal endometriosis,4,1,0,51,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Endometriosis"", ""Small-bowel obstruction""]",0,1,0,1,"[""Endometriosis with bowel involvement"", ""Inverted appendix or appendiceal neoplasm""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,139,type 2 autoimmune pancreatitis,base_win_rank,,0,0,1,1,0,,52,5,IgG4-related pancreatitis,5,1,9,42,1,1,1,3,1,1,1,near,0.2,1,1,1,0,1,near,1,1,3,1,1,1,"[""Autoimmune Pancreatitis"", ""Chronic Pancreatitis""]",1,0,1,0,"[""Autoimmune Pancreatitis"", ""IgG4-related Disease""]",0,1,,,,,,,,1,0,1
mcr,mcr_v2,140,Gastric adenomyoma,,,0,0,0,0,0,,45,5,Gastric polyps,,0,20,25,0,1,0,2,3,0,1,near,0.333,0,1,0,0,0,near,0,1,0,0,1,0,"[""Gastric adenocarcinoma"", ""Adenomatous polyp""]",0,1,0,1,"[""Hyperplastic Gastric Polyp"", ""Adenomatous Gastric Polyp""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,141,Rhegmatogenous retinal detachment with choroidal detachment,all_miss_but_recalled,,0,0,0,0,0,,52,5,Posterior Scleritis,3,1,11,40,1,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,1,1,3,0,1,0,"[""Posterior Scleritis"", ""Serous Retinal Detachment""]",0,1,0,1,"[""Posterior Scleritis"", ""Serous Retinal Detachment""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,142,angiosarcoma,all_miss_but_recalled,,0,0,0,0,0,,45,5,Rhabdomyosarcoma,12,1,0,44,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,1,0,1,"[""Rhabdomyosarcoma"", ""Angiosarcoma""]",0,0,0,0,"[""Rhabdomyosarcoma"", ""Langerhans Cell Histiocytosis (LCH)""]",0,0,,,,,,,,0,0,1
mcr,mcr_v2,143,ANCA-associated vasculitis,,,0,0,1,0,0,,51,5,Goodpasture syndrome,,0,5,46,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,1,0,3,0,0,0,"[""Wegener's granulomatosis"", ""Goodpasture's syndrome""]",0,0,0,0,"[""Pulmonary-Renal Syndrome"", ""Post-infectious Complication (e.g., Goodpasture syndrome)""]",0,0,,,,,,,,0,1,0
mcr,mcr_v2,144,systemic lupus erythematosus,,,1,1,1,1,1,,50,5,Systemic Lupus Erythematosus,1,1,1,48,1,1,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Systemic Lupus Erythematosus"", ""Pericarditis""]",1,0,1,0,"[""Systemic Lupus Erythematosus (SLE) with cardiac involvement"", ""Hypertensive emergency with pericardial effusion""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,145,right paraduodenal hernia,,,0,0,0,0,0,,51,5,Midgut volvulus,,0,1,50,0,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,0,0,0,0,0,0,"[""Midgut malrotation"", ""Intussusception""]",0,0,0,0,"[""Intestinal Malrotation"", ""Small Bowel Obstruction""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,146,Diffuse large B cell lymphoma,,,0,0,0,0,0,,50,5,Ileocecal tuberculosis,,0,2,48,0,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,0,0,0,0,0,0,"[""Intestinal tuberculosis"", ""Crohn's disease""]",0,0,0,0,"[""Intestinal Tuberculosis"", ""Crohn's Disease""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,147,angioleiomyoma,,,0,0,0,0,0,,49,5,Chondroblastoma,,0,0,49,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Ganglion Cyst"", ""Synovial Hemangioma""]",0,0,0,0,"[""Synovial Chondromatosis"", ""Pigmented Villonodular Synovitis""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,150,Intraosseous lipoma,,,0,0,0,0,0,,44,5,Periapical granuloma,,0,0,44,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Periapical granuloma"", ""Periapical cyst""]",0,0,0,0,"[""Periapical Granuloma"", ""Periapical Cyst""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,151,coccidioidomycosis,all_miss_but_recalled,,0,0,0,0,0,,54,5,Toxoplasmosis,15,1,0,53,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Pneumocystis jirovecii pneumonia"", ""Cytomegalovirus pneumonia""]",0,0,0,0,"[""Pneumocystis jirovecii pneumonia (PCP)"", ""Toxoplasmosis""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,152,Squamous cell carcinoma,base_win_rank,,0,0,1,1,1,,48,5,Verrucous carcinoma,1,1,5,42,1,1,1,1,3,1,1,near,0.25,1,0,1,0,1,near,1,0,3,1,0,1,"[""Squamous Cell Carcinoma"", ""Keratoacanthoma""]",1,0,1,0,"[""Squamous Cell Carcinoma"", ""Keratoacanthoma""]",1,0,,,,,,,,1,0,1
mcr,mcr_v2,153,Pheochromocytoma,all_miss_but_recalled,,0,0,0,0,0,,49,5,Myocarditis,12,1,0,48,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Myocarditis"", ""Stress-induced cardiomyopathy""]",0,0,0,0,"[""Myocarditis"", ""Reverse Takotsubo Cardiomyopathy""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,154,Decompression sickness,,,1,1,1,1,1,,47,5,Decompression sickness,1,2,1,44,1,1,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Decompression Sickness"", ""Gas Embolism""]",1,0,1,0,"[""Decompression Sickness"", ""Arterial Gas Embolism""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,156,Angiomyolipoma,all_miss_but_recalled,,0,0,0,0,0,,44,5,Renal cell carcinoma with vascular extension,2,3,0,41,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,1,0,1,"[""Renal Cell Carcinoma"", ""Angiomyolipoma""]",1,0,1,0,"[""Renal Cell Carcinoma with Tumor Thrombus"", ""Angiomyolipoma""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,159,endometrioid adenocarcinoma,,,0,1,0,0,1,,50,5,Undifferentiated uterine sarcoma,5,1,3,46,1,1,1,0,4,1,0,other,0.0,1,0,0,1,1,gold,1,0,3,0,0,0,"[""Disseminated peritoneal leiomyomatosis"", ""Leiomyosarcoma""]",0,0,0,0,"[""Iatrogenic dissemination of malignant cells"", ""Disseminated peritoneal leiomyomatosis""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,161,EccrinePorocarcinoma,,,0,0,0,0,0,,43,5,Squamous cell carcinoma,,0,0,43,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Squamous Cell Carcinoma"", ""Merkel Cell Carcinoma""]",0,0,0,0,"[""Squamous Cell Carcinoma"", ""Melanoma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,162,Milker's nodules,,,1,1,0,1,0,,48,5,Milker's nodule,2,1,0,47,1,0,1,0,4,1,0,gold,0.333,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Orf virus"", ""Milker's nodule""]",0,1,0,1,"[""Paravaccinia (Milker's nodule)"", ""Orf (ecthyma contagiosum)""]",0,0,,,,,,,,0,0,1
mcr,mcr_v2,163,Acute appendicitis,all_miss_but_recalled,,0,0,0,0,0,,49,5,Ectopic pregnancy,4,1,0,48,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,0,0,0,"[""Ectopic Pregnancy"", ""Ovarian Cyst""]",0,0,0,0,"[""Ectopic Pregnancy"", ""Adnexal Mass or Ovarian Cyst""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,164,Primary squamous cell carcinoma of the liver,,,0,0,0,0,0,,47,5,Intrahepatic cholangiocarcinoma,,0,12,35,0,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,0,1,0,0,0,0,"[""Intrahepatic cholangiocarcinoma"", ""Gallbladder cancer""]",0,0,0,0,"[""Intrahepatic Cholangiocarcinoma"", ""Gallbladder Cancer""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,165,Leiomyosarcoma,all_miss_but_recalled,,0,0,0,0,0,,49,5,Gastrointestinal stromal tumor,9,2,0,47,1,0,0,0,5,0,0,other,0.0,0,0,0,0,1,other,0,0,0,0,0,0,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Lung Cancer""]",1,0,1,0,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Sarcoma""]",0,0,,,,,,,,0,0,1
mcr,mcr_v2,166,Contrast-induced encephalopathy,base_win_recall,,0,0,1,1,1,,50,5,Hypoxic-Ischemic Encephalopathy,,0,5,45,0,1,0,3,2,0,1,near,0.2,0,1,0,0,0,near,1,1,3,1,0,1,"[""Contrast-Induced Encephalopathy"", ""Cerebral Edema""]",1,0,1,0,"[""Contrast-induced encephalopathy"", ""Cerebral complication related to complex congenital heart disease""]",1,1,,,,,,,,0,1,1
mcr,mcr_v2,167,Myofibroma,,,0,0,0,0,0,,50,5,Osteosarcoma,,0,0,50,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Osteosarcoma"", ""Ewing's Sarcoma""]",0,0,0,0,"[""Osteosarcoma"", ""Ewing's Sarcoma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,168,Paraneoplastic encephalomyelitis,,,0,0,0,0,0,,50,5,Acute Disseminated Encephalomyelitis,,0,2,48,0,1,0,1,4,0,1,near,0.25,0,0,0,0,0,near,0,1,0,0,1,0,"[""Acute Disseminated Encephalomyelitis (ADEM)"", ""Toxic/Metabolic Myelopathy""]",0,1,0,1,"[""Acute Disseminated Encephalomyelitis (ADEM)"", ""Multiple Sclerosis (MS)""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,169,rheumatoid arthritis,,,1,1,1,1,1,,52,5,Seropositive Rheumatoid Arthritis,1,3,8,41,1,1,2,1,2,1,1,gold,0.667,1,1,0,0,1,gold,1,1,6,1,0,1,"[""Rheumatoid Arthritis"", ""Systemic Lupus Erythematosus""]",1,0,1,0,"[""Rheumatoid Arthritis (RA)"", ""Seronegative Spondyloarthropathy or other Autoimmune Disorder""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,170,T-cell lymphoblastic lymphoma,e7_win_rank,,1,0,0,0,0,,49,5,Lymphoblastic lymphoma,33,1,6,42,1,1,1,2,2,1,1,gold,0.667,0,1,0,0,0,near,1,1,3,1,0,1,"[""Lymphoma"", ""Mediastinal germ cell tumor""]",1,0,1,0,"[""Lymphoma"", ""Germ Cell Tumor""]",1,0,,,,,,,,1,0,1
mcr,mcr_v2,171,mast cell leukaemia,,,0,0,0,0,0,,42,5,Hemophagocytic Lymphohistiocytosis,,0,2,40,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Hemophagocytic lymphohistiocytosis"", ""Histiocytic medullary reticulosis""]",0,0,0,0,"[""Hemophagocytic Lymphohistiocytosis (HLH)"", ""Myelodysplastic Syndrome (MDS) with features of acute leukemia""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,172,mucormycosis,,,1,0,1,1,0,,46,5,Mucormycosis,1,1,0,45,1,0,1,0,4,1,0,gold,1.0,0,0,0,0,1,other,1,0,3,1,0,1,"[""Mucormycosis"", ""Aspergillosis""]",1,0,1,0,"[""Mucormycosis"", ""Aspergillosis""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,173,Chronic subdural hematoma,e7_win_rank,,1,1,0,0,0,,48,5,Chronic subdural hematoma,1,2,2,44,1,1,2,0,3,1,0,gold,1.0,1,0,0,0,1,gold,1,1,3,1,0,1,"[""Subdural hematoma"", ""Pseudomeningocele""]",1,0,1,0,"[""Subdural Hematoma"", ""Post-Dural Puncture Headache (PDPH)""]",0,1,,,,,,,,1,0,1
mcr,mcr_v2,174,autoimmune gastritis,base_win_rank,,0,0,1,1,1,,51,5,Gastric involvement in Sjögren’s syndrome,1,1,9,41,1,1,1,2,2,1,1,other,0.0,1,1,0,1,1,near,1,1,3,1,1,1,"[""Autoimmune gastritis"", ""Atrophic gastritis""]",1,1,1,1,"[""Autoimmune Gastritis"", ""Chronic Erosive Gastritis""]",1,1,,,,,,,,1,0,1
mcr,mcr_v2,175,Fibrous dysplasia,all_miss_but_recalled,,0,0,0,0,0,,45,5,Juvenile ossifying fibroma,2,3,3,39,1,1,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,1,0,1,"[""Juvenile Ossifying Fibroma"", ""Fibrous Dysplasia""]",1,0,1,0,"[""Juvenile ossifying fibroma"", ""Fibrous dysplasia""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,177,Niemann-Pick disease type B,all_miss_but_recalled,,0,0,0,0,0,,49,5,Primary Myelofibrosis,42,1,6,42,1,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Portal Hypertension"", ""Hypertension""]",0,0,0,0,"[""Hereditary Spherocytosis"", ""Portal Hypertension due to Portal Vein Thrombosis or Splenic Vein Thrombosis""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,178,Malingering,all_miss_but_recalled,,0,0,0,0,0,,51,5,Factitious disorder,17,1,0,50,1,0,1,0,4,1,0,other,0.0,1,0,0,1,0,other,1,0,3,1,0,1,"[""Factitious Disorder"", ""Malingering""]",1,0,1,0,"[""Factitious Disorder"", ""Malingering""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,179,hypoxia-induced thrombocytopenia,,,0,0,0,0,0,,50,5,Thrombocytopenia with congenital heart disease,,0,16,34,0,1,0,2,3,0,1,near,0.143,0,1,0,0,0,near,0,1,0,0,0,0,"[""Pulmonary Atresia with Ventricular Septal Defect"", ""Complex Congenital Heart Disease""]",0,1,0,1,"[""Heparin-Induced Thrombocytopenia (HIT)"", ""Postoperative Thrombocytopenia due to Cardiac Surgery""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,182,Plasmacytoma,all_miss_but_recalled,,0,0,0,0,0,,44,5,Plasma cell myeloma hepatic involvement,3,1,0,43,1,0,1,0,4,1,0,other,0.0,1,0,0,1,0,other,0,0,0,0,0,0,"[""Hepatic metastasis from plasma cell myeloma"", ""Primary liver cancer""]",0,0,0,0,"[""Liver Metastasis"", ""Direct Liver Involvement by Myeloma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,183,atypical femoral neck fracture,all_miss_but_recalled,,0,0,0,0,0,,50,5,Atypical femoral fracture,9,1,11,38,1,1,0,5,0,0,1,near,0.75,0,1,0,0,0,near,1,1,3,0,1,0,"[""Atypical Femoral Fracture"", ""Osteoporosis""]",0,1,0,1,"[""Atypical Femoral Fracture"", ""Osteoporotic Femoral Neck Fracture""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,184,Psoriasiform drug eruption,,,1,1,1,1,1,,49,5,Drug-induced psoriasiform eruption,,0,2,47,0,1,0,1,4,0,1,near,0.75,0,0,0,0,0,near,0,1,0,0,1,0,"[""Psoriasiform drug reaction"", ""Drug-induced psoriasis""]",0,1,0,1,"[""Psoriasiform drug reaction"", ""Cutaneous lymphoma""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,186,pyogenic spondylodiscitis,,,1,1,1,1,1,,49,5,Spondylodiscitis,1,2,1,46,1,1,2,1,2,1,1,gold,0.5,1,1,0,0,1,gold,1,0,6,1,0,1,"[""Spondylodiscitis"", ""Epidural abscess""]",0,0,0,0,"[""Spinal Epidural Abscess"", ""Discitis/Osteomyelitis""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,187,Schwannoma,all_miss_but_recalled,,0,0,0,0,0,,45,5,Ganglion Cyst,6,1,0,44,1,0,0,0,5,0,0,other,0.0,0,0,0,0,1,other,1,0,3,0,0,0,"[""Ganglion cyst"", ""Giant cell tumor of tendon sheath""]",0,0,0,0,"[""Ganglion cyst"", ""Giant cell tumor of the tendon sheath""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,188,Liposarcoma,all_miss_but_recalled,,0,0,0,0,0,,43,5,Gastrointestinal stromal tumor,2,2,0,41,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,0,0,0,0,0,0,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Leiomyoma""]",0,0,0,0,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Leiomyoma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,189,cherubism,,,1,1,1,1,1,,41,5,Cherubism,1,1,0,40,1,0,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Cherubism"", ""Central Giant Cell Granuloma""]",1,0,1,0,"[""Cherubism"", ""Fibrous Dysplasia""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,190,Primary signet-ring cell carcinoma of the bladder,all_miss_but_recalled,,0,0,0,0,0,,49,5,Primary bladder adenocarcinoma,2,1,45,3,1,1,1,4,0,1,1,near,0.25,1,1,1,0,0,near,1,1,3,0,1,0,"[""Primary adenocarcinoma of the bladder"", ""Secondary adenocarcinoma of the bladder""]",0,1,0,1,"[""Primary adenocarcinoma of the bladder"", ""Secondary adenocarcinoma of the bladder""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,192,Neurosyphilis,all_miss_but_recalled,,0,0,0,0,0,,47,5,Ischemic stroke,11,1,0,46,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Ischemic Stroke"", ""Cavernous Malformation""]",0,0,0,0,"[""Ischemic Stroke"", ""Cavernoma-related Stroke""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,194,Mycosis fungoides,,,1,1,1,1,1,,44,5,Mycosis fungoides,1,2,0,42,1,0,2,0,3,1,0,gold,1.0,1,0,0,0,1,gold,1,0,3,1,0,1,"[""Mycosis Fungoides"", ""Cutaneous T-cell lymphoma""]",1,0,1,0,"[""Mycosis Fungoides"", ""Cutaneous T-cell Lymphoma""]",1,0,,,,,,,,0,0,1
mcr,mcr_v2,196,vertebral hemangioma,all_miss_but_recalled,,0,0,0,0,0,,46,5,Chordoma,11,1,0,45,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,1,0,0,0,0,"[""Metastatic tumor"", ""Multiple myeloma""]",0,0,0,0,"[""Spinal tumor"", ""Metastatic spinal disease""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,197,Pseudoseptic arthritis,base_win_rank,,0,0,1,0,0,,50,5,Viscosupplementation-related inflammatory reaction,1,1,14,35,1,1,1,1,3,1,1,other,0.0,1,1,0,1,1,other,1,1,6,1,0,2,"[""Pseudoseptic Arthritis"", ""Septic Arthritis""]",1,0,1,0,"[""Aseptic inflammatory reaction to Synvisc injections"", ""Septic arthritis""]",1,0,,,,,,,,1,0,1
mcr,mcr_v2,198,Rosette-forming glioneuronal tumor,all_miss_but_recalled,,0,0,0,0,0,,48,5,Ependymoma,30,1,9,38,1,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Ependymoma"", ""Medulloblastoma""]",0,0,0,0,"[""Ependymoma"", ""Medulloblastoma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,199,bismuth encephalopathy,,,0,0,0,0,0,,49,5,Creutzfeldt-Jakob disease,,0,4,45,0,1,0,1,4,0,1,other,0.0,0,1,0,0,0,other,0,1,0,0,0,0,"[""Creutzfeldt-Jakob Disease"", ""Autoimmune Encephalitis""]",0,0,0,0,"[""Autoimmune Encephalitis"", ""Anti-NMDA Receptor Encephalitis""]",0,1,,,,,,,,0,0,0
mcr,mcr_v2,200,Angiomyofibroblastoma,all_miss_but_recalled,,0,0,0,0,0,,48,5,Canal of Nuck hernia,44,1,0,47,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Canal of Nuck hernia"", ""Vulvar lipoma""]",0,0,0,0,"[""Canal of Nuck hernia"", ""Lipoma or soft tissue tumor""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,201,NeuromyelitisOptica,,,1,1,1,1,1,,45,5,Neuromyelitis optica spectrum disorder,,0,0,45,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Neuromyelitis Optica Spectrum Disorder"", ""Tumefactive Demyelinating Lesions""]",0,0,0,0,"[""Neuromyelitis optica spectrum disorder (NMOSD)"", ""Multiple sclerosis (MS)""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,202,Mantle cell lymphoma,,,0,0,0,0,0,,54,5,Torus Palatinus,,0,0,54,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Torus Palatinus"", ""Giant Cell Granuloma""]",0,0,0,0,"[""Adenoid Cystic Carcinoma (AdCC)"", ""Lipoma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,203,Epitheloid leiomyoma,,,0,0,0,0,0,,47,5,Vulvar fibroma,,0,1,46,0,1,0,1,4,0,1,other,0.0,0,1,0,0,0,near,0,1,0,0,0,0,"[""Vulvar fibroma"", ""Vulvar lipoma""]",0,0,0,0,"[""Vulvar malignancy"", ""Benign vulvar tumor""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,204,genital tuberculosis,,,0,0,0,0,0,,49,5,Tubo-ovarian abscess,,0,1,48,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Tubo-ovarian abscess"", ""Ovarian cyst""]",0,0,0,0,"[""Tubo-ovarian abscess"", ""Ruptured ovarian cyst""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,205,Cysticercosis,base_win_recall,,0,0,1,1,0,,52,5,Lipoid proteinosis,,0,0,52,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,1,0,3,1,0,1,"[""Cysticercosis"", ""Neurofibromatosis""]",1,0,1,0,"[""Cysticercosis"", ""Lipoma""]",0,0,,,,,,,,0,1,1
mcr,mcr_v2,206,sparganosis,,,0,0,0,0,0,,53,5,Fibroadenoma,,0,0,53,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Breast Cancer"", ""Phyllodes Tumor""]",0,0,0,0,"[""Breast Cancer"", ""Benign Breast Lesion""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,207,renal cell carcinoma,,,0,0,0,0,0,,53,5,Chronic inflammatory demyelinating polyneuropathy,,0,0,53,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Chronic Inflammatory Demyelinating Polyneuropathy (CIDP)"", ""Amyotrophic Lateral Sclerosis (ALS)""]",0,0,0,0,"[""Chronic Inflammatory Demyelinating Polyneuropathy (CIDP)"", ""Multifocal Acquired Demyelinating Sensory and Motor Polyneuropathy (MADSAM)""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,208,Takotsubo syndrome,,,1,1,1,1,1,,52,5,Takotsubo cardiomyopathy,,0,10,42,0,1,0,2,3,0,1,near,0.333,0,1,0,0,0,near,1,1,3,1,1,1,"[""Takotsubo syndrome"", ""Acute coronary syndrome""]",1,0,1,0,"[""Takotsubo syndrome"", ""Myocardial infarction with cardiogenic shock""]",1,1,,,,,,,,0,0,1
mcr,mcr_v2,209,melanoma,all_miss_but_recalled,,0,0,0,0,0,,46,5,Ewing sarcoma,6,1,0,45,1,0,0,0,5,0,0,other,0.0,0,0,0,0,1,other,1,0,3,1,0,1,"[""Metastatic melanoma"", ""Ewing sarcoma/primitive neuroectodermal tumor (PNET)""]",0,0,0,0,"[""Ewing Sarcoma/Primitive Neuroectodermal Tumor (PNET)"", ""Desmoplastic Small Round Cell Tumor (DSRCT)""]",0,0,,,,,,,,0,0,1
mcr,mcr_v2,210,Periapical actinomycosis,,,0,0,0,0,0,,43,5,Odontogenic keratocyst,,0,1,42,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,1,0,0,0,0,"[""odontogenic keratocyst"", ""unicystic ameloblastoma""]",0,0,0,0,"[""Odontogenic Keratocyst"", ""Unicystic Ameloblastoma""]",0,0,,,,,,,,0,0,0
mcr,mcr_v2,211,Ewing sarcoma,base_win_rank,,0,0,1,1,0,,49,5,Endometrial stromal sarcoma,5,1,11,37,1,1,1,1,3,1,1,near,0.25,1,0,1,0,1,near,0,1,0,0,1,0,"[""Ewing's Sarcoma"", ""High-grade Endometrial Stromal Sarcoma""]",1,0,1,0,"[""Ewing Sarcoma/Primitive Neuroectodermal Tumor (PNET)"", ""Desmoplastic Small Round Cell Tumor (DSRCT)""]",0,1,,,,,,,,1,0,1
