idx	case	relation	subject	predicate	quote	context	licensed
140	DA_d2_heldout100/261	required_for	Tinea versicolor	potassium hydroxide preparation	potassium hydroxide preparation	Tinea versicolor may be confused with various conditions. A potassium hydroxide preparation can provide a definitive diagnosis and differentiate tinea versicolor from similar appearing conditions. The differential diagnosis includes: Seborrheic Dermatitis Seborrheic dermatitis of the trunk is frequently more erythematous and has thicker scales. Patients with seborrheic dermatitis frequently show i	
141	DA_d2_heldout100/261	sufficient_for	E. coli	PCR detection	Phenotypic identification and PCR detection are commonly used for diagnosing E. coli	Streptococcus equi subsp. zooepidemicus (S. zooepidemicus) causes abortion and respiratory disease in horses and donkeys. It can infect a wide range of animals, including humans, monkeys, sheep, dogs, cattle, and swine, and is associated with various diseases in different species. S. zooepidemicus-induced equine ascending placentitis is a common cause of abortion in mares. Recently, Stout et al. f	
142	DA_d2_heldout200b/529	pathognomonic_for	Cytomegalovirus Gastrointestinal Disease	CMV in biopsy specimens	identification of CMV in biopsy specimens	Visualizing pathognomonic CMV inclusion bodies on histopathological examination is the gold standard for diagnosing tissue CMV disease. CMV DNA PCR can also be used to diagnose CMV disease in tissues, such as the detection of CMV in bronchoalveolar lavage fluid or lung tissue samples through virus isolation, histopathologic testing, and immunohistochemical analysis.[65] Cytomegalovirus Gastrointes	
143	DA_d2_heldout200b/529	required_for	CMV esophagitis	Endoscopy with biopsy	Endoscopy with biopsy is the most reliable modality	For the diagnosis of CMV GI disease, the identification of CMV in biopsy specimens using standard histopathologic or immunohistochemical stains has traditionally been considered the gold standard for confirming proven disease. Quantitative PCR methods are increasingly being evaluated and utilized on tissue specimens to support the diagnosis of tissue-invasive CMV disease.[20] Cytomegalovirus Esoph	
144	DA_d2_heldout200b/529	sufficient_for	Invasive pulmonary aspergillosis (IPA)	histology	a proven diagnosis can only be achieved through histology	Among the fungi responsible for pneumonia in immunocompromised patients are molds (e.g., Aspergillus spp. and Mucorales), Pneumocystis jirovecii, and Cryptococcus spp.. They are all airborne pathogens, and their spores can be inhaled from the air. An invasive fungal disease (IFD) in immunocompromised patients can be classified as proven, probable, or possible according to the EORTC/MSGERC criteria	
145	DA_d2_seq100/100	required_for	Kaposi sarcoma	biopsy	biopsy or excision of the suspicious areas	A general history and physical are performed first. The skin is examined for purplish lesions or lymph node enlargement that may signal the presence of Kaposi sarcoma. Suspicious lesions on the skin or lymph nodes can be biopsied and sent to pathology for evaluation. Particular care and attention should be paid to mucocutaneous surfaces as it is a common presenting location. For a definitive diagn	
146	MCR_seq200b/291	required_for	Pheochromocytoma	contrast-enhanced computed tomography scan of the abdomen and pelvis	a contrast-enhanced computed tomography scan of the abdomen and pelvis should be obtained	Pheochromocytomas in patients with MEN2 generally occur in the third or fourth decade of life. Patients with MEN2 who are planning to undergo an interventional procedure, including thyroidectomy for MTC, or who may become pregnant, should undergo testing to exclude a pheochromocytoma, even if asymptomatic. A catecholamine-induced hypertensive crisis in a previously unrecognized pheochromocytoma ca	
147	MCR_v1_seq100/114	required_for	Epidermoid inclusion cyst	complete excision	complete excision of all contents and the cystic wall	inage are often needed with the mechanical destruction of intracavitary loculations. The presence of surrounding cellulitis may necessitate the use of oral antibiotic therapy. Empiric antibiotic therapy can be done with oral agents active against methicillin-sensitive S aureus or oral agents active against methicillin-resistant S aureus in areas of high prevalence. For patients who wish to have a 	
148	MCR_v2_seq100/133	required_for	Soft tissue sarcomas	biopsy	need to be evaluated using... biopsy	Soft tissue sarcomas (STS) are a group of neoplasms that can affect individuals at the extremes of age and can originate from any location throughout the human body. These neoplasms can span a range of clinical presentations, from aggressive metastatic angiosarcomas to benign lipomas. These need to be evaluated using imaging studies and biopsy (core needle biopsy or incisional biopsy). The real ch	
149	DA_d2_heldout100/261	pathognomonic_for	Erythema nodosum	Miescher radial microgranulomas	These microgranulomas are the histopathological hallmark of erythema nodosum	Erythema nodosum:Erythema nodosum is widely considered the most common form of panniculitis and is the prototype for septal panniculitis without vasculitis. The condition presents as an acute nodular eruption on the lower legs, possibly associated with systemic symptoms. The lesions are typically transient and can be associated with underlying infections or systemic conditions, including sarcoidos	
150	DA_d2_heldout100/261	required_for	Dermatitis Herpetiformis	serological testing	Diagnosis of dermatitis herpetiformis is based on clinical signs and symptoms, serological testing	Routine screening for asymptomatic individuals is generally not recommended. However, testing should be considered for certain high-risk groups, including first-degree relatives of individuals with celiac disease, as they have a 10% to 15% increased risk of developing the condition. Celiac disease is also strongly associated with autoimmune disorders such as type 1 diabetes, autoimmune thyroid dis	
151	DA_d2_heldout200b/529	pathognomonic_for	Giardia Lamblia enteritis	microscopic identification of Giardia in stool	Giardia Lamblia enteritis is diagnosed definitively through microscopic identification of the pathogen in a stool sample	Due to the possible extraintestinal manifestations of Giardia enteritis, in addition to a thorough abdominal exam, fundoscopic, musculoskeletal, and skin exams should be conducted to rule out any retinal, arthritic, myopathic, or allergic components. A confirmed case of giardiasis is defined by the CDC as "the detection of Giardia organisms, antigen, or DNA in stool, intestinal fluid, tissue sampl	
152	DA_d2_heldout200b/529	required_for	Pneumocystis jirovecii pneumonia	failed to respond to other first-line agents	failed to respond to other first-line agents	Pentamidine isethionate is used in the treatment and prevention of Pneumocystis jirovecii pneumonia in high-risk, HIV-infected patients who meet the following criteria : Due to its various toxicities, its use is only for severe Pneumocystis jirovecii pneumonia, which has failed to respond to other first-line agents. Non-FDA approved indications :	
153	DA_d2_heldout200b/529	sufficient_for	Cryptococcus-related CNS IRIS	steroid use	Cryptococcus-related CNS IRIS	nts: [37] The management of immune reconstitution inflammatory syndrome should focus on symptom control. It is equally important that the treatment includes initiating anti-microbial agents for the underlying opportunistic infection associated with the IRIS. It is also highly recommended to continue HAART unless there is evidence of severe HAART-related toxicity or IRIS with central nervous system	
154	DA_d2_seq100/100	required_for	Kaposi sarcoma	ferritin	ferritin	Secondary, additional blood tests or imaging studies may be required, depending on the clinical findings (Figure 3). (A) Pulmonary lesion of Kaposi sarcoma identified by chest CT scan, and (B) digestive localizations of Kaposi sarcoma evaluated by colonoscopy in immunodeficient patients with invasive Kaposi sarcoma. In all cases: screening for iron deficiency: blood count, ferritin, and C‐reactive	
155	MCR_seq200b/291	required_for	Nail psoriasis	histopathology	Histopathology is usually diagnostic	Reiter’s disease is also known as reactive arthritis. It is a systemic condition with characteristic joint, mucosal, eye, genito-urinary, skin, and nail changes. The latter are very similar to pustular psoriasis. However, they often have a more brownish tint due to a higher content of erythrocytes in the pustules. Histopathology with extensive spongiform pustules is virtually identical to pustular	
156	MCR_v1_seq100/114	required_for	Abscess	serial TEE	serial TEE	According to the recent Endocarditis European Society of Cardiology (ESC) Guidelines and data from the European Endocarditis (EURO-ENDO) registry, 11.5% of patients presented with conduction disturbances at diagnosis, primarily 1st-, 2nd-, and 3rd-degree atrioventricular block (AVB). The development of a new AVB due to an abscess indicates urgent cardiac surgery.[15] These recommended that patient	
157	MCR_v2_seq100/133	required_for	Lung Cancer	age between 50 and 80	patients between ages 50 and 80	Lung cancer screening with an annual low-dose computed tomography of the chest is recommended for patients between ages 50 and 80 with at least a 20-pack-year smoking history who are currently actively smoking or have quit in the previous 15 years. There are no consensus guidelines specifying modifications based on Agent Orange exposure. In exposed patients with other significant risk factors for 	
158	DA_d2_heldout100/261	pathognomonic_for	FDBL	palmar xanthomas	palmar xanthomas	palmar xanthomas	
159	DA_d2_heldout100/261	required_for	ETEC infection	inoculum size	a large inoculum (106–1010 CFU) is needed to produce disease	a large inoculum (106–1010 CFU) is needed to produce disease	
160	DA_d2_heldout200b/529	pathognomonic_for	Hodgkin Lymphoma (HL)	Hodgkin Reed-Sternberg (HRS) cells	presence of pathological Hodgkin Reed-Sternberg (HRS) cells	A diagnosis of lymphoma is confirmed by tissue biopsy, and commonly used methods include fine-needle aspiration, core biopsy, incision/wedge biopsy, and excisional biopsy. Excisional biopsy is considered the "gold standard" as it allows for the assessment of whole lymph node architecture. The different pathologic characteristics and histologic patterns of common lymphomas are as below. Hodgkin Lym	
161	DA_d2_heldout200b/529	required_for	Mycobacterium avium complex (MAC) pulmonary infection	genetic testing	require genetic testing	The clinician must communicate with the clinical laboratory technicians and pathologists to ensure appropriate culture mediums and the correct duration of observation are set. The specialized wound care nurse is vital in assisting the medical team with treating the disease. The nurse helps educate the patient on proper wound care to ensure wound healing and decrease the risk of superimposed infect	
162	DA_d2_heldout200b/529	sufficient_for	Cytomegalovirus infection	serologic testing	Diagnosis of CMV infection is generally established with ... serologic testing	Diagnosis of CMV infection is generally established with ... serologic testing	
163	DA_d2_seq100/100	required_for	Cytomegalovirus infection	PCR or serologic testing	Diagnosis of CMV infection is generally established with PCR or serologic testing	Cytomegalovirus infection is usually seen in patients with HIV/AIDS with CD4 counts of <100 cells/mm3.[12] Diagnosis of CMV infection is generally established with PCR or serologic testing.[4][11] Kaposi sarcoma is diagnosed via biopsy, and a PCR identifies the HHV-8.[4][11] Verruca Vulgaris, Oral Squamous Papillomas, Condyloma Acuminatum, and Heck's Disease	
164	MCR_seq200b/291	required_for	erosive lichen planus	biopsy	The biopsy of the lesion is usually performed when the diagnosis is in question	Diagnosis of erosive lichen planus is most often made based on a typical history and clinical appearance. The biopsy of the lesion is usually performed when the diagnosis is in question or to rule out malignancy. As mentioned above, ulceration of the lesion may result in the absence of the characteristic lichenoid features on histology.[8] Regardless of the location of the patient’s symptoms, full	
165	MCR_v1_seq100/114	required_for	Abscess	imaging	Diagnosis of deep abscesses often requires imaging	Diagnosis of deep abscesses often requires imaging	
166	MCR_v2_seq100/133	required_for	Lung Cancer	actively smoking or have quit in the previous 15 years	who are currently actively smoking or have quit in the previous 15 years	Lung cancer screening with an annual low-dose computed tomography of the chest is recommended for patients between ages 50 and 80 with at least a 20-pack-year smoking history who are currently actively smoking or have quit in the previous 15 years. There are no consensus guidelines specifying modifications based on Agent Orange exposure. In exposed patients with other significant risk factors for 	
167	DA_d2_heldout100/261	pathognomonic_for	Löfgren syndrome	bilateral hilar lymphadenopathy	bilateral hilar adenopathy	The combination of fever, arthralgia, and erythema nodosum, although suggestive, is not specific for sarcoidosis. Reactions may be idiopathic or caused by several other triggers, including: Approximately 10% to 22% of cases of erythema nodosum are attributable to sarcoidosis. A thorough medical history can help distinguish among the above causes of erythema nodosum. Tuberculosis should be ruled ou	
168	DA_d2_heldout100/261	required_for	Bacterial meningitis	prompt diagnosis	prompt diagnosis	Regular interprofessional team meetings facilitate collaboration by allowing discussion of patient progress, adjustments to the treatment plan, and addressing any challenges faced by the healthcare team.[2][4][5][12] Coordination between hospital and community-based care ensures a seamless patient transition, reducing the risk of missed follow-up appointments and lapses in medication adherence. Ba	
169	DA_d2_heldout200b/529	pathognomonic_for	Giardiasis	cysts in stool	Characteristic trophozoites or cysts in stool are diagnostic	care centers or between sex partners. Giardia cysts remain viable in surface water and are resistant to routine levels of chlorination. Wild animals may also serve as reservoirs. Thus, mountain streams as well as chlorinated but poorly filtered municipal water supply systems have been implicated in waterborne epidemics. Many cases are asymptomatic. However, asymptomatic people can pass infective c	
170	DA_d2_heldout200b/529	required_for	Pneumocystis jirovecii pneumonia (PCP)	immunosuppression	history of immunosuppression	Pneumocystis jirovecii adheres to the surface epithelium of type 1 alveolar cells, which stimulates cytokines, chemokines, and cellular infiltrate in the lungs to eradicate the infection. In immunocompetent hosts, this results in a mild inflammatory response with minimal damage to the lung. However, patients with a diminished immune response due to lack or incomplete function of certain immune sys	
171	DA_d2_heldout200b/529	sufficient_for	Bronchiectasis exacerbation	elevated eosinophil counts	elevated eosinophil counts of 100–299 cells/µL	Although bronchiectasis is historically considered a neutrophilic lung disease, eosinophilic inflammation is increasingly recognised in bronchiectasis. A recent European multicentre study analysing 1,007 patients with bronchiectasis showed that 22.6% of them had blood eosinophil counts of ≥300 cells/µL. Furthermore, to examine the relationship between eosinophil counts and exacerbations after adju	
172	DA_d2_seq100/100	required_for	cutaneous angiosarcoma	negative margins	negative margins	Surgical treatment with wide margins is indicated. Even when margins are found to be negative by histologic studies, the recurrence rate and risk of metastatic disease remain increased. For this reason, a multispecialty approached is often warranted. The differential diagnosis of cutaneous angiosarcoma includes both benign and malignant lesions such as hemangioma, hemangioblastoma, squamous cell c	
173	MCR_seq200b/291	required_for	Lichen simplex chronicus	elimination of many disorders	elimination of many disorders	Lichen simplex chronicus usually improves with treatment, but some cases may become persistent, especially when on the genitals. In recent studies, patients with lichen simplex chronicus exhibited the following personality traits: poor social skills, a lack of flexibility, a greater tendency to pain-avoidance, greater dependency on other peoples' desires, and a more dutiful nature as compared to c	
174	MCR_v1_seq100/114	required_for	Abscesses	needle aspiration or surgical exploration	specimen should be collected from a sterile site, preferably bypassing the normal flora and with needle aspiration or surgical exploration	In an adolescent with a sore throat, neck pain, and tachycardia out of proportion to fever, Lemierre syndrome should be considered. A neck Doppler ultrasound should be done to look for thrombophlebitis of internal jugular veins and chest x-ray to look for septic emboli. Local Infections Including Abscesses Abscesses can be limited to CNS, head, and neck region. The abdominal region can be diagnose	
175	MCR_v2_seq100/133	required_for	Soft tissue sarcoma in children and young people	ultrasound scan findings suggestive of soft tissue sarcoma	Consider a very urgent referral (for an appointment within 48 hours) for children and young people if they have ultrasound scan findings that are suggestive of soft tissue sarcoma or if ultrasound findings are uncertain and clinical concern persists.	1.11 Sarcomas Separate recommendations have been made for adults and for children and young people to reflect that there are different referral pathways. In practice, young people (aged 16 to 24) may be referred using either pathway depending on their age and local arrangements. Bone sarcoma in adults 1.11.1 Consider a suspected cancer pathway referral for adults if an X‑ray suggests the possibili	
176	DA_d2_heldout100/261	pathognomonic_for	dermatitis herpetiformis	IgA deposition in papillary dermis	deposition of IgA in the papillary dermis	The characteristic lesions of dermatitis herpetiformis are grouped erythematous papules and vesicles located over extensor sites. Because the condition is so pruritic, intact vesicles are rarely seen, and the patient may simply present with excoriations. Lesions tend to be symmetrical and heal without scarring. Patients may develop punctate purpura on the palms and soles. Mucosal change may occur,	
177	DA_d2_heldout100/261	required_for	FDBL	VLDL-C to total plasma TG ratio >0.30	ratio of directly measured VLDL-C to total plasma TG >0.30	ations are very rare. Patients with FDBL usually present in adulthood with hyperlipidemia, xanthomas, or premature coronary or peripheral vascular disease. In FDBL, in contrast to other disorders of elevated TGs, the plasma levels of cholesterol and TG are often elevated to a similar degree, and the level of HDL-C is usually normal or reduced. Two distinctive types of xanthomas, tuberoeruptive and	
178	DA_d2_heldout200b/529	pathognomonic_for	Pneumocystis jirovecii pneumonia (PCP)	demonstration of organisms in bronchoalveolar lavage fluid	The demonstration of organisms in bronchoalveolar lavage fluid is almost 100% sensitive and specific for PCP	The demonstration of organisms in bronchoalveolar lavage fluid is almost 100% sensitive and specific for PCP in patients with either HIV infection or immunosuppression of other etiologies. The organisms are identified with the specific stains indicated above for lung biopsy. While expectorated sputum or throat swabs have very low sensitivity, an induced sputum sample obtained and interpreted by an	
179	DA_d2_heldout200b/529	required_for	Mycobacterium avium complex (MAC) infection	CD4 count	disseminated MAC infection occurs when the CD4 count is less than 50 cells per microliter	om 1.4 to 6.6 per 100,000 population, but no endemic area has been recognized. Recently, a trend towards increasing Mycobacterium avium complex infections has been identified. A seasonal trend in mycobacterial infections around the incidence cycle of 12 months, with peaks in late winter/spring and troughs in autumn, was noted. Women had a higher prevalence, up to 1.6 fold relative to men. A study 	
180	DA_d2_heldout200b/529	sufficient_for	Pneumocystis jirovecii pneumonia	Grocott–Gomori methenamine silver stain	Grocott–Gomori methenamine silver stain	s of Pneumocystis jirovecii pneumonia (PJP) involves microscopic examination of respiratory samples using dedicated staining methods. For IPA, the identifications of Aspergillus spp. in a BALF culture defines a mycological criterion for the diagnosis of probable invasive aspergillosis, while a proven diagnosis can only be achieved through histology or positive culture from a sterile site, e.g., th	
181	DA_d2_seq100/100	required_for	Primary CNS lymphoma (PCNSL)	thallium-201 uptake	Thallium-201 is collected in tumor cells but not normal or dead cells	Primary CNS lymphoma (PCNSL): Thallium-201 is useful in distinguishing toxoplasmosis from PCNSL in HIV patients. In current practice, HIV patients with intracranial masses are treated empirically for toxoplasmosis; this increases mortality and morbidity due to delay in diagnosis and treatment. Thallium-201 is collected in tumor cells but not normal or dead cells; thus, it helps diagnose PCNSL. The	
182	MCR_seq200b/291	required_for	lichen planus	biopsy with direct immunofluorescence	biopsy with direct immunofluorescence is especially useful	Consideration of drug-induced lichen planus must always be explored before starting therapy. Withdrawal of the suspected drug leading to the gradual disappearance of lesions confirms the diagnosis, although it may take some time for lesions to resolve fully.[35] Given that lichen planus may result from various exogenous agents such as viruses, drugs, or contact allergens, care should be taken to i	
183	MCR_v1_seq100/114	required_for	Pilonidal disease	incision and drainage	The mainstay of acute pilonidal disease, or abscess, is similar to any abscess and requires incision and drainage (I&D)	Pilonidal disease is largely considered a surgical disease, despite the many nonoperative approaches. The mainstay of acute pilonidal disease, or abscess, is similar to any abscess and requires incision and drainage (I&D). An early study looking at simple incision and drainage reported an immediate return to work, with 58% of patients healing within ten weeks; 21% of patients developed recurrence,	
184	MCR_v2_seq100/133	required_for	Benign Prostatic Hyperplasia	IPSS or AUA symptom score	IPSS or AUA symptom score	Long-term management for recurrent or intractable acute retention and chronic urinary retention is usually a transurethral resection of the prostate (TURP) or similar surgery. Intermittent self-catheterization is an option in selected patients. Permanent Foley catheterization or suprapubic tube placement may also be appropriate in some situations. Treatment of Benign Prostatic Hyperplasia In men w	
185	DA_d2_heldout100/261	pathognomonic_for	Palmar crease xanthomas	familial dysbetalipoproteinemia type III	palmar crease xanthomas can be pathognomonic for familial dysbetalipoproteinemia type III	Planar xanthomas can be on the palmar creases and flexure surfaces of fingers, and skin folds and are typically seen with biliary cirrhosis. They can occur in a variety of anatomic regions and can be pathognomonic for different systemic conditions based on their presentation. For example, palmar crease xanthomas can be pathognomonic for familial dysbetalipoproteinemia type III.[3] Xanthoma planum 	
186	DA_d2_heldout100/261	required_for	Bacterial infection	laboratory confirmation of pathogen presence	laboratory confirmation of pathogen presence in recipients	Physical injuries may arise from intravenous cannulation-related trauma. Potential complications may include hematoma or nerve injury. Sepsis and Bacterial Infection Bacterial infection or sepsis in patients receiving platelet transfusion may be categorized as possible or definitive. Possible cases include individuals with unexplained clinical illness temporally linked to transfusion, with no dete	
187	DA_d2_heldout200b/529	pathognomonic_for	tuberculosis	granulomas	granulomas, usually with caseous necrosis	granulomas, usually with caseous necrosis	
188	DA_d2_heldout200b/529	required_for	Herpes simplex virus infection	renal function	renal function has to be monitored during long-term treatment	mg 2 times daily increases graft survival and should be given to patients in whom optical penetrating keratoplasty is attempted for herpetic eye disease. The prophylaxis should be continued in patients with severe atopic eye disease but with no history of ocular HSV involvement. The treatment duration and optimum drug dose have not been established yet. Immunohistochemistry can confirm the presenc	
189	DA_d2_heldout200b/529	sufficient_for	Pneumocystis jirovecii	steroid use	pneumonitis secondary to Pneumocystis jirovecii	Approaches to prevent IRIS in HIV patients: [37] The management of immune reconstitution inflammatory syndrome should focus on symptom control. It is equally important that the treatment includes initiating anti-microbial agents for the underlying opportunistic infection associated with the IRIS. It is also highly recommended to continue HAART unless there is evidence of severe HAART-related toxic	
190	DA_d2_seq100/100	required_for	primary non-small lung cancer	biopsy of a metastatic site	biopsy of a metastatic site	For patients suspected of having primary non-small lung cancer that has metastasized, clinicians should obtain histologic confirmation from suspected metastatic sites, not the suspected primary lesion. However, if biopsy of a metastatic site is technically difficult or hazardous, biopsying the primary lung lesion or mediastinal lymph nodes should be performed using the least invasive method. Metas	
191	MCR_seq200b/291	required_for	Lichen simplex chronicus	dermoscopy	Diagnosis of lichen simplex chronicus includes dermoscopy	Diagnosis of lichen simplex chronicus includes dermoscopy	
192	MCR_v1_seq100/114	required_for	cardiac abscess	surgical intervention	Without surgical intervention	Patients can recover quickly if the diagnosis is made early and treatment ensues without delay. Without surgical intervention, the prognosis is usually not favorable. Complications of cardiac abscess include: Posttreatment and postsurgical considerations of cardiac abscess management include:	
193	MCR_v2_seq100/133	required_for	Soft tissue sarcomas	imaging studies	need to be evaluated using imaging studies	Soft tissue sarcomas (STS) are a group of neoplasms that can affect individuals at the extremes of age and can originate from any location throughout the human body. These neoplasms can span a range of clinical presentations, from aggressive metastatic angiosarcomas to benign lipomas. These need to be evaluated using imaging studies and biopsy (core needle biopsy or incisional biopsy). The real ch	
194	DA_d2_heldout100/261	pathognomonic_for	FDBL	tuberoeruptive xanthomas	tuberoeruptive xanthomas	tuberoeruptive xanthomas	
195	DA_d2_heldout100/261	required_for	Celiac Disease	HLA-DQ2 or HLA-DQ8	HLA-DQ2 or HLA-DQ8 is necessary for the development of celiac disease	Increased intestinal permeability further amplifies antigen exposure and promotes inflammation. Although HLA-DQ2 or HLA-DQ8 is necessary for the development of celiac disease, it is insufficient, as many individuals carrying these alleles remain asymptomatic. Environmental factors, such as gastrointestinal infections, antibiotic-induced disruption of the gut microbiome, and immune modulation durin	
196	DA_d2_heldout200b/529	pathognomonic_for	IRIS	hyper-inflammatory response	This hyper-inflammatory response is the hallmark of IRIS	Opportunistic pathogens such as Mycobacterium, fungi, viruses, and parasites can cause latent or subacute infections in HIV/AIDS patients. Due to an immunodeficient state and lack of inflammatory response, the patient can remain asymptomatic. However, after HAART initiation, an improvement in an immune-mediated inflammatory response is anticipated. This hyper-inflammatory response is the hallmark 	
197	DA_d2_heldout200b/529	required_for	Immune reconstitution inflammatory syndrome (IRIS)	nutritional status optimization	optimizing nutritional status	Approaches to prevent IRIS in HIV patients: [37] The management of immune reconstitution inflammatory syndrome should focus on symptom control. It is equally important that the treatment includes initiating anti-microbial agents for the underlying opportunistic infection associated with the IRIS. It is also highly recommended to continue HAART unless there is evidence of severe HAART-related toxic	
198	DA_d2_heldout200b/529	sufficient_for	giardiasis	duodenal aspiration	Even giardiasis is more easily diagnosed by stool antigen studies and/or duodenal aspiration	Several microorganisms can be identified in small-intestinal biopsy samples, establishing a correct diagnosis. At times, the biopsy is performed specifically to diagnose infection (e.g., Whipple’s disease or giardiasis). In most other instances, the infection is detected incidentally during the workup for diarrhea or other abdominal symptoms. Many of these infections occur in immunocompromised pat	
199	DA_d2_seq100/100	required_for	Angiosarcoma	referral to medical and surgical oncology	Patients with angiosarcoma require referral to medical and surgical oncology	Cutaneous angiosarcoma can initially appear as a “spreading bruise,” or a raised purple-red papule, eventually developing tissue infiltration, edema, tumor fungation, ulceration, and even hemorrhage due to increasing tumor size. The second most common location is in a lymphedematous upper extremity secondary to radical mastectomy, known as the Stewart Treves tumor. Median size lesions range from 3	
