case_key,family,arm,label,equivalence,direction,vignette_consistency,explanation
MCR_seq200b/250,MCR,flat_facts,Toxocariasis (visceral larva migrans) with pericardial effusion and pulmonary nodules,complete_equivalent,same,supported,The output identifies the core diagnosis and adds supported clinical manifestations.
MCR_seq200b/250,MCR,typed_event_graph,Visceral larva migrans (toxocariasis) with pericardial effusion and pulmonary involvement,complete_equivalent,same,supported,The output identifies the core diagnosis and adds supported clinical manifestations.
MCR_seq200b/251,MCR,flat_facts,Bilateral renal agenesis (Potter sequence) with Tetralogy of Fallot,incorrect,different,supported,"This output identifies diagnoses for Twin 2, but completely misses the primary diagnosis for the overall pregnancy."
MCR_seq200b/251,MCR,typed_event_graph,双胎妊娠，双胎2先天性心脏病（法洛四联症）合并泌尿系统异常（膀胱缺如）伴选择性胎儿生长受限，并发早发型子痫前期,incorrect,different,supported,"This output describes complications of Twin 2 and the mother, but completely misses the primary diagnosis for the overall pregnancy."
MCR_seq200b/251,MCR,raw_vignette,Twin anemia-polycythemia sequence (TAPS) in a dichorionic twin pregnancy,complete_equivalent,same,supported,The output correctly identifies the benchmark diagnosis. The added detail 'in a dichorionic twin pregnancy' is supported by the vignette.
MCR_seq200b/261,MCR,typed_event_graph,Etanercept-induced interstitial lung disease (drug-induced ILD),incorrect,different,contradicted,"The output identifies interstitial lung disease, but the reference specifies granulomatous pneumonitis. These are distinct diagnoses."
MCR_seq200b/261,MCR,raw_vignette,Etanercept-induced interstitial lung disease (drug-related pneumonitis),incorrect,different,contradicted,"The output identifies drug-related pneumonitis, but the reference specifies granulomatous pneumonitis. These are distinct diagnoses."
MCR_seq200b/261,MCR,flat_facts,Etanercept-induced interstitial lung disease (drug-induced pneumonitis),incorrect,different,contradicted,"The output identifies drug-induced pneumonitis, but the reference specifies granulomatous pneumonitis. These are distinct diagnoses."
MCR_seq200b/263,MCR,flat_facts,"Systemic sarcoidosis with hepatic, splenic, cerebral, and osseous involvement, complicated by hypercalcemia and acute renal failure",complete_equivalent,same,supported,The output correctly identifies sarcoidosis and all specified involvements and complications.
MCR_seq200b/263,MCR,typed_event_graph,"Systemic sarcoidosis with hepatic and skeletal involvement, presenting with hypercalcemia and acute renal failure",compatible_partial,narrower,supported,"The output omits splenic and cerebral involvement, which are clearly described in the vignette."
MCR_seq200b/263,MCR,raw_vignette,"Systemic sarcoidosis with hepatic, splenic, and bone involvement and hypercalcemia",compatible_partial,narrower,supported,"The output omits cerebral involvement and acute renal failure, both supported by the vignette."
MCR_seq200b/265,MCR,raw_vignette,Enteropathy-associated T-cell lymphoma (EATL) complicating celiac disease,incorrect,different,contradicted,"The output specifies EATL and adds celiac disease, which is not supported by the vignette. The reference is 'not otherwise specified'."
MCR_seq200b/265,MCR,flat_facts,"Enteropathy-associated T-cell lymphoma (EATL) of the small bowel with multifocal ulcers, terminal ileal perforation, and small bowel obstruction, status post proximal Brooke ileostomy",incorrect,different,contradicted,"The output specifies EATL, which is not supported by the reference's 'not otherwise specified'. It also adds complications and procedures."
MCR_seq200b/265,MCR,typed_event_graph,"Enteropathy-associated T-cell lymphoma (EATL) of the small intestine, complicated by perforation and strictures, status post ileostomy",incorrect,different,contradicted,"The output specifies EATL, which is not supported by the reference's 'not otherwise specified'. It also adds complications and procedures."
MCR_seq200b/266,MCR,raw_vignette,Acute pericarditis with small pericardial effusion (likely uremic or hypertensive),incorrect,different,contradicted,"The output identifies a different diagnosis (pericarditis) than the reference (aortic dissection), despite the presence of a pericardial effusion."
MCR_seq200b/267,MCR,typed_event_graph,颈部细菌性脓肿（继发于淋巴结感染）引起上呼吸道压迫,incorrect,different,contradicted,"The output diagnoses a bacterial abscess, which is incorrect. The reference is T-cell lymphoma. The vignette does not support abscess."
MCR_seq200b/267,MCR,raw_vignette,Cervical abscess (bacterial) causing tracheal compression,incorrect,different,contradicted,"The output diagnoses a bacterial cervical abscess, which is incorrect. The reference is T-cell lymphoma. The vignette does not support abscess."
MCR_seq200b/267,MCR,flat_facts,Cervical subcutaneous abscess causing tracheal compression,incorrect,different,contradicted,"The output diagnoses a cervical subcutaneous abscess, which is incorrect. The reference is T-cell lymphoma. The vignette does not support abscess."
MCR_seq200b/268,MCR,raw_vignette,Acute generalized exanthematous pustulosis (AGEP) induced by hydroxychloroquine,incorrect,different,supported,"The output identifies AGEP, which is a different diagnosis from pustular psoriasis."
MCR_seq200b/268,MCR,typed_event_graph,Acute generalized exanthematous pustulosis (AGEP) induced by hydroxychloroquine,incorrect,different,supported,"The output identifies AGEP, which is a different diagnosis from pustular psoriasis."
MCR_seq200b/268,MCR,flat_facts,Acute generalized exanthematous pustulosis (AGEP) due to hydroxychloroquine rechallenge,incorrect,different,supported,"The output identifies AGEP, which is a different diagnosis from pustular psoriasis."
MCR_seq200b/269,MCR,flat_facts,Ewing sarcoma of the left proximal femur,incorrect,different,contradicted,The output identifies a different and contradictory diagnosis (Ewing sarcoma vs. osteoid osteoma) and a different location.
MCR_seq200b/269,MCR,typed_event_graph,Osteosarcoma of the left proximal femur,incorrect,different,contradicted,The output identifies a different and contradictory diagnosis (Osteosarcoma vs. osteoid osteoma) and a different location.
MCR_seq200b/269,MCR,raw_vignette,Chondroblastoma of the left femoral head,incorrect,different,contradicted,The output identifies a different and contradictory diagnosis (Chondroblastoma vs. osteoid osteoma).
MCR_seq200b/270,MCR,typed_event_graph,Presacral epidermoid cyst (dermoid cyst),incorrect,different,contradicted,"The benchmark is 'epidermal inclusion cyst'. The output identifies a 'presacral epidermoid cyst', which is a different diagnosis."
MCR_seq200b/270,MCR,flat_facts,Tailgut cyst (retrorectal cystic hamartoma),incorrect,different,contradicted,"The benchmark is 'epidermal inclusion cyst'. The output identifies a 'tailgut cyst', which is a different diagnosis."
MCR_seq200b/270,MCR,raw_vignette,Tailgut cyst (retrorectal cystic hamartoma) with perineal extension,incorrect,different,contradicted,"The benchmark is 'epidermal inclusion cyst'. The output identifies a 'tailgut cyst', which is a different diagnosis."
MCR_seq200b/278,MCR,typed_event_graph,Refeeding syndrome with severe hypophosphatemia,compatible_partial,narrower,supported,"The output identifies the core diagnosis and a key lab finding, but omits the specific complication."
MCR_seq200b/278,MCR,raw_vignette,Refeeding syndrome with severe hypophosphatemia causing acute flaccid quadriparesis,complete_equivalent,same,supported,The output correctly identifies the diagnosis and the specific complication (acute flaccid quadriparesis) as demanded by the reference.
MCR_seq200b/278,MCR,flat_facts,Refeeding syndrome with severe hypophosphatemia and acute flaccid paralysis,complete_equivalent,same,supported,The output correctly identifies the diagnosis and the specific complication (acute flaccid paralysis) as demanded by the reference.
MCR_seq200b/283,MCR,raw_vignette,Orbital dermoid cyst,complete_equivalent,same,supported,The output perfectly matches the benchmark reference and is fully supported by the vignette.
MCR_seq200b/284,MCR,raw_vignette,Gastric lipoma,incorrect,different,supported,"Hibernoma is a distinct benign tumor of brown fat, while lipoma is a benign tumor of white fat. They are different diagnoses."
MCR_seq200b/288,MCR,raw_vignette,Mucinous cystic neoplasm of the pancreatic head (non-invasive) with reactive thrombocytosis,incorrect,different,contradicted,"The output identifies a mucinous cystic neoplasm, which is a different diagnosis from the reference's cystic lymphangioma."
MCR_seq200b/288,MCR,typed_event_graph,Mucinous cystic neoplasm of the pancreatic head,incorrect,different,contradicted,"The output identifies a mucinous cystic neoplasm, which is a different diagnosis from the reference's cystic lymphangioma."
MCR_seq200b/288,MCR,flat_facts,"Mucinous cystic neoplasm (MCN) of the pancreatic head, likely benign/borderline, with reactive thrombocytosis",incorrect,different,contradicted,"The output identifies a mucinous cystic neoplasm, which is a different diagnosis from the reference's cystic lymphangioma."
MCR_seq200b/290,MCR,typed_event_graph,Chronic peripheral vestibulopathy (vestibular hypofunction),incorrect,different,contradicted,"The output suggests a peripheral vestibular cause, which the vignette explicitly rules out with diagnostic testing."
MCR_seq200b/290,MCR,flat_facts,Multisensory dizziness (presbystasis),incorrect,different,contradicted,"The output suggests a multisensory deficit, but the neurological exam was normal, and the HINTS exam was negative."
MCR_seq200b/290,MCR,raw_vignette,Psychogenic dizziness (functional neurological disorder with dizziness),complete_equivalent,same,supported,"The output correctly identifies the functional neurological disorder, consistent with the vignette's findings."
MCR_seq200b/296,MCR,flat_facts,Sweet syndrome (acute febrile neutrophilic dermatosis),complete_equivalent,same,supported,"The output correctly identifies Sweet's syndrome, which is the benchmark reference."
MCR_seq200b/296,MCR,typed_event_graph,Sweet syndrome (acute febrile neutrophilic dermatosis),complete_equivalent,same,supported,"The output correctly identifies Sweet's syndrome, which is the benchmark reference."
MCR_seq200b/296,MCR,raw_vignette,Sweet syndrome (acute febrile neutrophilic dermatosis),complete_equivalent,same,supported,"The output correctly identifies Sweet's syndrome, which is the benchmark reference."
MCR_seq200b/297,MCR,raw_vignette,Secondary lymphedema of the hands due to lymphatic obstruction from chronic intravenous drug use,compatible_partial,broader,supported,"The output describes a mechanism for puffy hand syndrome, but doesn't name the syndrome itself. It adds unsupported specificity."
MCR_seq200b/297,MCR,flat_facts,有限型系统性硬化症（CREST综合征）伴轻度肌炎,incorrect,different,contradicted,"The output diagnoses CREST syndrome with myositis, which is a different condition not supported by the vignette."
MCR_seq200b/297,MCR,typed_event_graph,Acroangiodermatitis (pseudo-Kaposi's sarcoma),incorrect,different,contradicted,"The output diagnoses Acroangiodermatitis, which is a different condition not supported by the vignette."
MCR_seq200b/301,MCR,flat_facts,Bathing epilepsy (reflex epilepsy triggered by bathing),complete_equivalent,same,supported,"The output identifies the same diagnosis, with 'bathing' being equivalent to 'water' in this context."
MCR_seq200b/301,MCR,typed_event_graph,Reflex anoxic seizure (pallid breath-holding spell),incorrect,different,contradicted,"The output identifies a different diagnosis. The vignette describes epileptic seizures, not anoxic seizures."
MCR_seq200b/301,MCR,raw_vignette,Reflex anoxic seizure (pallid breath-holding spell),incorrect,different,contradicted,"The output identifies a different diagnosis. The vignette describes epileptic seizures, not anoxic seizures."
MCR_seq200b/303,MCR,typed_event_graph,"Gastrointestinal stromal tumor (GIST) of the upper gastrointestinal tract with regional lymph node involvement, likely malignant",incorrect,different,contradicted,"The output identifies GIST, which is a different diagnosis from the reference Gastric Schwannoma. The vignette supports GIST as a differential, but the reference is Schwannoma."
MCR_seq200b/303,MCR,raw_vignette,"Gastrointestinal stromal tumor (GIST) of the gastric fundus, high-risk, with regional lymph node enlargement",incorrect,different,contradicted,"The output identifies GIST, which is a different diagnosis from the reference Gastric Schwannoma. The vignette supports GIST as a differential, but the reference is Schwannoma."
MCR_seq200b/303,MCR,flat_facts,Gastrointestinal stromal tumor (GIST) of the stomach/small intestine with possible lymph node metastasis,incorrect,different,contradicted,"The output identifies GIST, which is a different diagnosis from the reference Gastric Schwannoma. The vignette supports GIST as a differential, but the reference is Schwannoma."
MCR_seq200b/306,MCR,raw_vignette,Invasive pulmonary aspergillosis with cutaneous dissemination,incorrect,different,contradicted,This output identifies a completely different diagnosis (aspergillosis) than the reference (strongyloidiasis).
MCR_seq200b/306,MCR,flat_facts,Diffuse alveolar hemorrhage (DAH) as a manifestation of systemic lupus erythematosus (SLE) flare with cutaneous vasculitis,incorrect,different,contradicted,This output identifies a completely different diagnosis (SLE flare with DAH) than the reference (strongyloidiasis).
MCR_seq200b/306,MCR,typed_event_graph,Systemic lupus erythematosus flare with diffuse alveolar hemorrhage and purpuric rash,incorrect,different,contradicted,This output identifies a completely different diagnosis (SLE flare with DAH) than the reference (strongyloidiasis).
MCR_seq200b/311,MCR,typed_event_graph,"Right-sided encysted empyema thoracis with associated pneumonia, in a patient with newly diagnosed diabetes mellitus",incorrect,different,supported,"The output describes a complication (empyema) and associated findings, not the underlying etiology of pulmonary syphilis."
MCR_seq200b/311,MCR,raw_vignette,"Bacterial empyema (parapneumonic, culture-negative) with reactive erythema nodosum",incorrect,different,supported,"The output describes a complication (empyema) and associated findings, not the underlying etiology of pulmonary syphilis."
MCR_seq200b/311,MCR,flat_facts,"Right-sided empyema (complicated parapneumonic effusion) secondary to bacterial pneumonia, with newly diagnosed type 2 diabetes mellitus",incorrect,different,supported,"The output describes a complication (empyema) and associated findings, not the underlying etiology of pulmonary syphilis."
MCR_seq200b/313,MCR,raw_vignette,Secondary syphilis with early neurosyphilis (syphilitic meningitis),complete_equivalent,same,supported,"The output correctly identifies syphilis, its secondary stage, and the complication of early neurosyphilis (meningitis)."
MCR_seq200b/313,MCR,typed_event_graph,Secondary syphilis with neurosyphilis (meningeal syphilis),complete_equivalent,same,supported,"The output correctly identifies syphilis, its secondary stage, and the complication of neurosyphilis (meningeal)."
MCR_seq200b/313,MCR,flat_facts,Secondary syphilis with neurosyphilis (meningovascular or asymptomatic neurosyphilis),compatible_partial,broader,supported,"The output correctly identifies secondary syphilis and neurosyphilis, but 'meningovascular or asymptomatic' is broader than the vignette supports."
MCR_seq200b/316,MCR,typed_event_graph,Post-traumatic intracranial hypotension syndrome (CSF leak) causing orthostatic headache and cranial nerve symptoms,complete_equivalent,same,supported,"The output fully captures the reference diagnosis, including the post-traumatic etiology and associated symptoms."
MCR_seq200b/316,MCR,raw_vignette,Intracranial hypotension (CSF leak) with cranial nerve involvement,compatible_partial,narrower,supported,"The output identifies the core diagnosis and complication but omits the post-traumatic etiology, which is material to the reference."
MCR_seq200b/316,MCR,flat_facts,Post-traumatic cerebrospinal fluid leak causing intracranial hypotension with cranial nerve involvement (left ptosis and diplopia),complete_equivalent,same,supported,"The output fully captures the reference diagnosis, including the post-traumatic etiology and associated symptoms."
MCR_seq200b/319,MCR,typed_event_graph,Chronic periprosthetic joint infection of the left hip (culture-negative) with periprosthetic abscess,incorrect,different,contradicted,"The output identifies a periprosthetic joint infection, which is incorrect. The benchmark is osteosarcoma."
MCR_seq200b/319,MCR,flat_facts,Periprosthetic joint infection (culture-negative),incorrect,different,contradicted,"The output identifies a periprosthetic joint infection, which is incorrect. The benchmark is osteosarcoma."
MCR_seq200b/319,MCR,raw_vignette,Adverse local tissue reaction (ALTR) / pseudotumor due to ceramic wear debris,incorrect,different,contradicted,"The output identifies an adverse local tissue reaction, which is incorrect. The benchmark is osteosarcoma."
MCR_seq200b/320,MCR,typed_event_graph,May-Thurner syndrome (left common iliac vein compression) complicated by left lower extremity deep vein thrombosis,complete_equivalent,same,supported,The output identifies the benchmark diagnosis and adds supported detail about the specific anatomy and complication.
MCR_seq200b/320,MCR,flat_facts,Left lower extremity deep vein thrombosis secondary to May-Thurner syndrome (compression of left common iliac vein),complete_equivalent,same,supported,The output identifies the benchmark diagnosis and adds supported detail about the specific anatomy and complication.
MCR_seq200b/321,MCR,typed_event_graph,Neurofibromatosis type 1 with multiple cutaneous neurofibromas,incorrect,different,contradicted,"The output diagnoses Neurofibromatosis type 1, which is a different condition from Myofibromatosis. The vignette does not support NF1."
MCR_seq200b/321,MCR,flat_facts,Neurofibromatosis type 1 (NF1) with multiple subcutaneous neurofibromas,incorrect,different,contradicted,"The output diagnoses Neurofibromatosis type 1, which is a different condition from Myofibromatosis. The vignette does not support NF1."
MCR_seq200b/321,MCR,raw_vignette,Neurofibromatosis type 1 with multiple subcutaneous neurofibromas,incorrect,different,contradicted,"The output diagnoses Neurofibromatosis type 1, which is a different condition from Myofibromatosis. The vignette does not support NF1."
MCR_seq200b/322,MCR,flat_facts,Factitious disorder imposed on self (Munchausen syndrome) with functional respiratory symptoms (recurrent stridor and subjective angioedema),complete_equivalent,same,supported,The output identifies the core diagnosis and adds supported specificity regarding the presentation.
MCR_seq200b/322,MCR,typed_event_graph,Factitious disorder imposed on self with fabricated recurrent anaphylaxis/angioedema,complete_equivalent,same,supported,The output identifies the core diagnosis and adds supported specificity regarding the fabricated symptoms.
MCR_seq200b/322,MCR,raw_vignette,Factitious disorder (Munchausen syndrome) with feigned anaphylaxis/angioedema,complete_equivalent,same,supported,The output identifies the core diagnosis and adds supported specificity regarding the feigned symptoms.
MCR_seq200b/324,MCR,flat_facts,COVID-19-associated acute encephalopathy with delirium,incorrect,different,contradicted,"The output diagnoses encephalopathy with delirium, which is not supported by the vignette and differs from the reference's psychotic disorder."
MCR_seq200b/324,MCR,typed_event_graph,Acute psychotic disorder due to COVID-19 infection,compatible_partial,broader,supported,"The output is compatible but broader, omitting 'transient' which is a material component of the reference diagnosis."
MCR_seq200b/328,MCR,typed_event_graph,Necrotizing fasciitis of the perineum (Fournier's gangrene),compatible_partial,broader,supported,The output identifies the correct diagnosis but uses a broader anatomical term (perineum) than the vignette's specific findings.
MCR_seq200b/328,MCR,raw_vignette,Necrotizing fasciitis of the left labia and groin (Fournier's gangrene),complete_equivalent,same,supported,The output correctly identifies necrotizing fasciitis and specifies the affected anatomy (left labia and groin) as supported by the vignette.
MCR_seq200b/328,MCR,flat_facts,Necrotizing fasciitis of the perineum (Fournier's gangrene),compatible_partial,broader,supported,The output identifies the correct diagnosis but uses a broader anatomical term (perineum) than the vignette's specific findings.
MCR_seq200b/329,MCR,flat_facts,Infected urachal cyst (urachal abscess) with possible bladder dome invasion,compatible_partial,narrower,supported,"The output specifies an 'infected urachal cyst (urachal abscess)' which is a complication of a urachal cyst, making it narrower."
MCR_seq200b/329,MCR,typed_event_graph,Urachal adenocarcinoma (primary),incorrect,different,contradicted,"The output identifies a malignant transformation, which is a different diagnosis from a benign urachal cyst."
MCR_seq200b/329,MCR,raw_vignette,Urachal adenocarcinoma (malignant transformation of urachal remnant),incorrect,different,contradicted,"The output identifies a malignant transformation, which is a different diagnosis from a benign urachal cyst."
MCR_seq200b/332,MCR,flat_facts,"Cesarean scar pregnancy with placenta percreta and bladder invasion, complicated by postpartum hemorrhage",compatible_partial,broader,contradicted,"The output adds unsupported complications (placenta percreta, bladder invasion, postpartum hemorrhage) not present in the vignette."
MCR_seq200b/332,MCR,raw_vignette,Cesarean scar ectopic pregnancy with uterine rupture and hemoperitoneum,incorrect,different,contradicted,"The vignette does not support uterine rupture or hemoperitoneum. The reference is a diagnosis, not a complication."
MCR_seq200b/332,MCR,typed_event_graph,Cesarean scar ectopic pregnancy with rupture and hemorrhagic shock,incorrect,different,contradicted,"The vignette does not support rupture or hemorrhagic shock. The reference is a diagnosis, not a complication."
MCR_seq200b/335,MCR,raw_vignette,Systemic lupus erythematosus with serositis (pleural effusion),incorrect,different,contradicted,"The output identifies Systemic Lupus Erythematosus, which is a different diagnosis from Drug-induced lupus."
MCR_seq200b/335,MCR,flat_facts,"Non-tuberculous mycobacterial infection (e.g., Mycobacterium avium complex) causing granulomatous colitis and recurrent exudative pleural effusion",incorrect,different,contradicted,"The output suggests a non-tuberculous mycobacterial infection, which is not the benchmark diagnosis. Cultures were negative."
MCR_seq200b/335,MCR,typed_event_graph,Recurrent tuberculous pleural effusion (relapse or treatment failure),incorrect,different,contradicted,"The output suggests recurrent tuberculous pleural effusion, which is not the benchmark diagnosis. Cultures and QuantiFERON were negative."
MCR_seq200b/337,MCR,raw_vignette,Left ovarian endometriotic cyst torsion,compatible_partial,narrower,supported,"The output specifies 'ovarian cyst' and 'endometriotic', which is narrower than 'tubo-ovarian complex' and adds unsupported specificity."
MCR_seq200b/337,MCR,typed_event_graph,"Ovarian torsion (adnexal torsion) with infarction, complicating pregnancy",compatible_partial,broader,supported,The output is broader by not specifying laterality or the 'tubo-ovarian complex'. 'Infarction' and 'complicating pregnancy' are added details.
MCR_seq200b/337,MCR,flat_facts,Adnexal torsion of left ovarian cyst in pregnancy,compatible_partial,narrower,supported,The output specifies 'ovarian cyst' which is narrower than 'tubo-ovarian complex'. 'In pregnancy' is an added detail.
MCR_seq200b/338,MCR,raw_vignette,Retroperitoneal cystic lymphangioma (lymphatic malformation),incorrect,different,supported,The output identifies a structural anomaly (lymphangioma) rather than the parasitic infection (filariasis) that caused the lymphatic pathology.
MCR_seq200b/343,MCR,typed_event_graph,Arrhythmogenic right ventricular dysplasia/cardiomyopathy (ARVD/C),incorrect,different,contradicted,"The benchmark reference is Cardiac Sarcoidosis. This output identifies ARVD/C, which is explicitly contradicted by the benchmark."
MCR_seq200b/343,MCR,flat_facts,"Arrhythmogenic right ventricular cardiomyopathy (ARVC) with sustained monomorphic ventricular tachycardia, spontaneous conversion after electrical cardioversion, with right ventricular dilated cardiomyopathy and reduced systolic function",incorrect,different,contradicted,"The benchmark reference is Cardiac Sarcoidosis. This output identifies ARVC, which is explicitly contradicted by the benchmark."
MCR_seq200b/343,MCR,raw_vignette,Arrhythmogenic right ventricular cardiomyopathy (ARVC),incorrect,different,contradicted,"The benchmark reference is Cardiac Sarcoidosis. This output identifies ARVC, which is explicitly contradicted by the benchmark."
MCR_seq200b/345,MCR,flat_facts,Hereditary hypophosphatemic rickets with hypercalciuria (HHRH),complete_equivalent,same,supported,The output perfectly matches the benchmark reference.
MCR_seq200b/345,MCR,raw_vignette,Hereditary hypophosphatemic rickets with hypercalciuria (HHRH),complete_equivalent,same,supported,The output perfectly matches the benchmark reference.
MCR_seq200b/345,MCR,typed_event_graph,"Hereditary hypophosphatemic rickets with hypercalciuria (HHRH) causing bilateral genu valgum and medullary nephrocalcinosis, with left knee pain due to osteopenia of the femoral head",complete_equivalent,same,supported,The output identifies the core diagnosis and adds supported clinical details without altering the diagnosis.
MCR_seq200b/352,MCR,typed_event_graph,"Cutaneous squamous cell carcinoma (well-differentiated) of the scalp with regional lymph node metastasis and bone metastasis (T10, T8), clinical stage IVc",incorrect,different,contradicted,"The output identifies squamous cell carcinoma, which is a different diagnosis than the reference mucoepidermoid carcinoma."
MCR_seq200b/352,MCR,flat_facts,"Squamous cell carcinoma of the scalp, recurrent, with cervical lymph node metastases and spinal metastases (T10 pathological fracture, T8 lesion), clinical stage IVc",incorrect,different,contradicted,"The output identifies squamous cell carcinoma, which is a different diagnosis than the reference mucoepidermoid carcinoma."
MCR_seq200b/352,MCR,raw_vignette,Cutaneous squamous cell carcinoma (cSCC) of the scalp with regional lymph node and vertebral bone metastases (stage IVc),incorrect,different,contradicted,"The output identifies squamous cell carcinoma, which is a different diagnosis than the reference mucoepidermoid carcinoma."
MCR_seq200b/353,MCR,raw_vignette,"Granulomatosis with polyangiitis (GPA) with pulmonary, upper respiratory, and renal involvement",incorrect,different,contradicted,"The benchmark reference is 'squamous cell carcinoma', while the output identifies Granulomatosis with polyangiitis (GPA)."
MCR_seq200b/353,MCR,typed_event_graph,Granulomatosis with polyangiitis (GPA) with pulmonary and renal involvement,incorrect,different,contradicted,"The benchmark reference is 'squamous cell carcinoma', while the output identifies Granulomatosis with polyangiitis (GPA)."
MCR_seq200b/353,MCR,flat_facts,Granulomatosis with polyangiitis (Wegener's granulomatosis) with pulmonary and renal involvement,incorrect,different,contradicted,"The benchmark reference is 'squamous cell carcinoma', while the output identifies Granulomatosis with polyangiitis (GPA)."
MCR_seq200b/355,MCR,raw_vignette,"Left tibial chondrosarcoma (conventional, with secondary infection and ulceration)",incorrect,different,contradicted,"The output identifies chondrosarcoma but misses the critical 'dedifferentiated' subtype, which is a distinct and more aggressive entity."
MCR_seq200b/355,MCR,flat_facts,"Osteosarcoma, distal tibia, with soft tissue extension and ulceration",incorrect,different,contradicted,"The output diagnoses osteosarcoma, which is a different disease from the reference's dedifferentiated chondrosarcoma."
MCR_seq200b/355,MCR,typed_event_graph,"Osteosarcoma of left tibia/fibula, high-grade, with soft tissue extension and skin ulceration, localized (no metastases)",incorrect,different,contradicted,"The output diagnoses osteosarcoma, which is a different disease from the reference's dedifferentiated chondrosarcoma."
MCR_seq200b/363,MCR,flat_facts,"Fournier's gangrene (necrotizing fasciitis of the perineum) with severe sepsis, DIC, and acral gangrene",incorrect,different,contradicted,"The output identifies Fournier's gangrene, which is a different diagnosis from symmetrical peripheral gangrene. The vignette describes acral gangrene, not perineal."
MCR_seq200b/363,MCR,typed_event_graph,"Postoperative wound sepsis with severe sepsis, disseminated intravascular coagulation, and peripheral gangrene",compatible_partial,broader,supported,The output identifies 'peripheral gangrene' which is broader than 'symmetrical peripheral gangrene'. It omits the 'symmetrical' aspect of the reference.
MCR_seq200b/364,MCR,flat_facts,"Drug-induced acute interstitial nephritis with nephrotic-range proteinuria, likely due to sildenafil",compatible_partial,broader,supported,"The output adds nephrotic-range proteinuria, which is a complication, not part of the core diagnosis."
MCR_seq200b/364,MCR,typed_event_graph,Acute interstitial nephritis (drug-induced) superimposed on membranous nephropathy with acute kidney injury,incorrect,different,contradicted,"The output adds membranous nephropathy, which is not the benchmark diagnosis. It also adds AKI, which is a consequence."
MCR_seq200b/364,MCR,raw_vignette,Acute interstitial nephritis due to sildenafil,complete_equivalent,same,supported,"The output correctly identifies the diagnosis and etiology, matching the benchmark and vignette."
MCR_seq200b/369,MCR,raw_vignette,Bilateral adrenal hemorrhage causing acute adrenal insufficiency (Addisonian crisis) in the setting of polycythemia vera,compatible_partial,narrower,supported,"Adds a complication (acute adrenal insufficiency) not explicitly stated in the reference, making it narrower."
MCR_seq200b/369,MCR,typed_event_graph,Bilateral adrenal hemorrhage secondary to polycythemia vera (uncontrolled),complete_equivalent,same,supported,Identifies the same diagnosis and laterality. The added etiology is supported by the vignette.
MCR_seq200b/369,MCR,flat_facts,Bilateral adrenal hemorrhage (spontaneous) in the setting of polycythemia vera and aspirin therapy,complete_equivalent,same,supported,Identifies the same diagnosis and laterality. The added etiologies are supported by the vignette.
MCR_seq200b/374,MCR,typed_event_graph,"Primary lung malignancy (non-small cell lung cancer, likely adenocarcinoma)",incorrect,different,contradicted,The output identifies a different diagnosis (malignancy) than the reference (organizing pneumonia).
MCR_seq200b/374,MCR,raw_vignette,Cryptogenic organizing pneumonia (COP),complete_equivalent,same,supported,The output perfectly matches the benchmark reference diagnosis.
MCR_seq200b/374,MCR,flat_facts,"Primary lung adenocarcinoma, pneumonic-type, stage unspecified",incorrect,different,contradicted,The output identifies a different diagnosis (adenocarcinoma) than the reference (organizing pneumonia).
MCR_seq200b/376,MCR,raw_vignette,Sacrococcygeal teratoma (Altman type II) with acute intratumoral hemorrhage causing hemorrhagic shock and severe metabolic acidosis,complete_equivalent,same,supported,"The output identifies the core diagnosis and adds supported, clinically material complications and staging."
MCR_seq200b/378,MCR,typed_event_graph,Conversion disorder (functional neurological symptom disorder) with bilateral vision loss,complete_equivalent,same,supported,"The output correctly identifies the diagnosis and specifies bilateral vision loss, consistent with the reference and vignette."
MCR_seq200b/378,MCR,raw_vignette,Conversion disorder (functional neurological symptom disorder with visual symptoms),complete_equivalent,same,supported,"The output correctly identifies the diagnosis and specifies visual symptoms, consistent with the reference and vignette."
MCR_seq200b/378,MCR,flat_facts,Conversion disorder (functional neurological symptom disorder) with bilateral vision loss,complete_equivalent,same,supported,"The output correctly identifies the diagnosis and specifies bilateral vision loss, consistent with the reference and vignette."
MCR_seq200b/384,MCR,raw_vignette,Embryonal rhabdomyosarcoma of the left maxillary sinus with invasion of adjacent structures,incorrect,different,contradicted,"The output identifies rhabdomyosarcoma, which is a different diagnosis from juvenile ossifying fibroma."
MCR_seq200b/384,MCR,flat_facts,Rhabdomyosarcoma (embryonal) of the left maxillary sinus with invasion of ethmoid sinus and orbital involvement,incorrect,different,contradicted,"The output identifies rhabdomyosarcoma, which is a different diagnosis from juvenile ossifying fibroma."
MCR_seq200b/384,MCR,typed_event_graph,"Embryonal rhabdomyosarcoma of the left maxillary sinus with ethmoid sinus invasion, presenting with proptosis, facial swelling, and nerve involvement",incorrect,different,contradicted,"The output identifies rhabdomyosarcoma, which is a different diagnosis from juvenile ossifying fibroma."
MCR_seq200b/385,MCR,typed_event_graph,Olaparib-induced myelosuppression (thrombocytopenia and leukopenia) presenting as purpura,incorrect,different,supported,"The reference is a purpuric drug eruption. The output diagnoses myelosuppression, which is a cause, not the eruption itself."
